PPR_RK,PPR_TIERS,PLAYER NAME,TEAM,PPR_BEST,PPR_WORST,PPR_AVG.,PPR_STD.DEV
44,4,Julio Jones,TEN,25,116,43.2,11.2
45,4,Miles Sanders,PHI,27,80,47.1,10.1
46,4,Kyler Murray,ARI,19,70,50.8,10.6
47,4,Josh Jacobs,LV,34,80,51.8,8.3
48,4,Tee Higgins,CIN,29,86,52,11.6
49,4,Adam Thielen,MIN,33,88,52.4,10.8
50,4,Mark Andrews,BAL,26,78,53.6,8.7
51,4,T.J. Hockenson,DET,26,94,53.9,10.7
52,5,Mike Davis,ATL,28,85,54.6,10.4
53,5,Lamar Jackson,BAL,19,93,55.5,10.9
54,5,Kyle Pitts,ATL,26,94,55.9,13.3
55,5,Brandon Aiyuk,SF,36,157,57.1,13.5
56,5,Darrell Henderson,LAR,31,132,58.2,15.7
57,5,Kareem Hunt,CLE,34,89,60,10.5
58,5,Myles Gaskin,MIA,32,115,60.3,14.4
59,5,Gus Edwards,BAL,36,149,61.2,20.8
60,5,Dak Prescott,DAL,38,95,62.3,9.9
61,5,Chase Claypool,PIT,37,148,65.8,14.5
62,5,Jerry Jeudy,DEN,35,109,66.3,15
63,5,Odell Beckham Jr.,CLE,41,143,66.6,15
64,5,JuJu Smith-Schuster,PIT,39,154,67.3,17.6
65,5,Chase Edmonds,ARI,32,119,68,14.1
66,5,Russell Wilson,SEA,38,103,69.1,9.1
67,5,Damien Harris,NE,42,130,70.2,16.2
68,5,Tyler Boyd,CIN,45,111,70.3,13.4
69,5,Kenny Golladay,NYG,36,113,71.3,15.9
70,5,Robby Anderson,CAR,33,156,68.3,16.4
71,5,Aaron Rodgers,GB,54,105,72.3,10.3
72,5,Courtland Sutton,DEN,45,125,74.1,13.2
73,5,Ja'Marr Chase,CIN,43,148,70.7,15.4
74,5,Javonte Williams,DEN,31,130,72.4,16.7
75,5,Justin Herbert,LAC,52,95,76.5,9
76,6,Brandin Cooks,HOU,45,183,82.1,18.6
77,6,Raheem Mostert,SF,44,132,82.2,17
78,6,Deebo Samuel,SF,38,160,82.4,18.2
79,6,Noah Fant,DEN,53,132,84.1,15.7
80,6,Logan Thomas,WAS,46,139,85.1,20.5
81,6,Corey Davis,NYJ,50,183,85.9,21.8
82,6,Tom Brady,TB,54,114,88.1,11.6
83,6,Melvin Gordon III,DEN,47,182,89.7,18.2
84,6,Ryan Tannehill,TEN,53,115,90,10.1
85,6,Laviska Shenault Jr.,JAC,49,293,90.3,25.5
86,6,Will Fuller V,MIA,50,203,92.6,20.4
87,6,Antonio Brown,TB,37,196,90.6,22.9
88,6,D.J. Chark Jr.,JAC,45,309,94.2,29.3
89,6,Trey Sermon,SF,42,310,90.6,28.8
90,6,Jalen Hurts,PHI,56,154,94.2,13.8
91,6,Jarvis Landry,CLE,48,160,96.1,17.6
92,6,DeVonta Smith,PHI,33,196,92.9,22.5
93,6,Matthew Stafford,LAR,70,131,97.8,9.9
94,6,Ronald Jones II,TB,47,165,98,19.9
95,6,Dallas Goedert,PHI,53,173,98.3,20.4
96,6,Robert Tonyan,GB,63,166,100,18
97,6,Michael Carter,NYJ,55,187,98.9,22.8
98,6,Kenyan Drake,LV,59,255,102.9,21
99,6,Tyler Higbee,LAR,63,246,101.5,24.7
100,6,Nyheim Hines,IND,71,170,105.5,21
101,6,Zack Moss,BUF,66,181,105.9,19.4
102,6,Curtis Samuel,WAS,55,244,106.1,23.6
103,6,Joe Burrow,CIN,68,163,108.4,12.2
104,6,James Conner,ARI,60,205,104.9,19
105,6,Mike Gesicki,MIA,63,142,110.3,17
106,6,Jamaal Williams,DET,70,168,110.9,18.5
107,6,Mike Williams,LAC,67,218,108,22.2
108,6,Michael Gallup,DAL,72,216,111.8,20.6
109,7,Marvin Jones Jr.,JAC,64,186,113,22.6
110,7,Leonard Fournette,TB,76,187,113.6,20.4
111,7,Michael Pittman Jr.,IND,73,196,114,26
112,7,AJ Dillon,GB,76,186,115.5,20.2
113,7,Jonnu Smith,NE,63,180,116.7,20.1
114,7,Devin Singletary,BUF,67,188,116.7,16.4
115,7,Marquez Callaway,NO,65,198,121.1,29.7
116,7,Michael Thomas,NO,21,263,121.6,40.6
117,7,Matt Ryan,ATL,66,224,122.2,18.8
118,7,Tony Pollard,DAL,71,200,121,18.5
119,7,Trevor Lawrence,JAC,90,197,124.4,20.5
120,7,Jaylen Waddle,MIA,55,212,121.3,28.3
121,7,Darnell Mooney,CHI,79,210,122.2,25.8
122,7,David Johnson,HOU,66,256,122.6,30.7
123,7,Kirk Cousins,MIN,95,178,126.7,18.3
124,7,James White,NE,71,259,125.2,26.3
125,7,DeVante Parker,MIA,79,205,131.1,27.7
126,7,J.D. McKissic,WAS,80,191,128.9,25
127,7,Marquise Brown,BAL,88,229,133.4,27.6
128,7,Tua Tagovailoa,MIA,95,242,139.9,28.5
129,7,Baker Mayfield,CLE,114,252,142.5,25.4
130,7,Evan Engram,NYG,69,255,133.3,24.8
131,7,Hunter Henry,NE,92,255,142.4,24.8
132,7,Phillip Lindsay,HOU,85,245,136.2,27.2
133,7,Rob Gronkowski,TB,69,258,147.6,28.4
134,7,Giovani Bernard,TB,80,257,142.5,32.3
135,7,Russell Gage,ATL,72,271,146.7,34.3
136,7,Sony Michel,LAR,61,310,138.7,39.1
137,7,Elijah Moore,NYJ,74,294,143,40.6
138,7,Gerald Everett,SEA,87,258,149.7,32.1
139,7,Ryan Fitzpatrick,WAS,105,284,150.1,31.5
140,7,Jakobi Meyers,NE,67,271,143.8,45
141,7,Ben Roethlisberger,PIT,105,284,150.6,30.7
142,7,Mecole Hardman,KC,82,223,150.8,30.6
143,7,Cole Beasley,BUF,67,227,148.9,34.8
144,8,Cole Kmet,CHI,94,258,152.4,30.5
145,8,Henry Ruggs III,LV,86,234,156.3,28.9
146,8,Alexander Mattison,MIN,110,245,157.5,22.9
147,8,Austin Hooper,CLE,78,267,160.7,32.1
148,8,Justin Fields,CHI,95,329,161.7,47
149,8,Sterling Shepard,NYG,90,244,157.2,32.6
150,8,Nelson Agholor,NE,99,275,165.6,33.5
151,8,Blake Jarwin,DAL,108,267,161.3,28.7
152,8,Derek Carr,LV,110,254,165.8,31.3
153,8,Jared Cook,LAC,91,294,163.2,34.6
154,8,Los Angeles Rams,LAR,137,284,149.2,18.4
155,8,Pittsburgh Steelers,PIT,132,278,150.8,19.3
156,8,Latavius Murray,NO,100,277,159.4,39.8
157,8,Jameis Winston,NO,102,345,169.6,50.6
158,8,Zach Ertz,PHI,127,291,169.6,35.5
159,8,Tevin Coleman,NYJ,110,329,163.4,33.8
160,8,Trey Lance,SF,92,335,175.1,62.3
161,8,Jalen Reagor,PHI,101,285,172.6,31.4
162,8,Daniel Jones,NYG,95,320,177.4,38.7
163,8,Baltimore Ravens,BAL,134,235,158.8,15.3
164,8,Anthony Firkser,TEN,92,352,177.2,42.4
165,8,Jamison Crowder,NYJ,96,298,180.4,36.1
166,8,Carson Wentz,IND,106,300,185.1,41.7
167,8,Sam Darnold,CAR,118,319,185.6,35.2
168,8,Rondale Moore,ARI,96,337,170.6,43.2
169,8,Rashaad Penny,SEA,126,327,180.3,32
170,8,Zach Wilson,NYJ,114,317,188.3,38.6
171,8,Washington Football Team,WAS,140,279,163.2,23.6
172,8,Emmanuel Sanders,BUF,101,243,179.9,29.8
173,8,Tampa Bay Buccaneers,TB,138,243,170.4,23.7
174,8,Gabriel Davis,BUF,86,316,186.6,37.4
175,8,San Francisco 49ers,SF,124,248,171.2,19
176,8,Rashod Bateman,BAL,107,306,189.4,40.2
177,8,Justin Tucker,BAL,123,259,174.4,11.8
178,8,Terrace Marshall Jr.,CAR,96,320,184.1,44.9
179,8,Bryan Edwards,LV,82,340,187.5,40.2
180,8,Parris Campbell,IND,102,306,191.3,32.4
181,8,Tre'Quan Smith,NO,93,276,189.4,37.4
182,8,Indianapolis Colts,IND,145,258,176.9,23.6
183,8,Harrison Butker,KC,132,257,181.5,12.2
184,8,Darrel Williams,KC,126,322,189.7,38.3
185,8,Adam Trautman,NO,106,369,180.4,46.3
186,8,Kenneth Gainwell,PHI,89,350,191.1,46.1
187,8,Younghoe Koo,ATL,161,339,188.6,20.9
188,8,Eric Ebron,PIT,121,341,196,34.2
189,8,Christian Kirk,ARI,124,268,196.7,26.3
190,9,T.Y. Hilton,IND,95,372,188.5,47.2
191,9,Buffalo Bills,BUF,145,249,191.9,20.7
192,9,Amon-Ra St. Brown,DET,102,338,202.3,41.6
193,9,New England Patriots,NE,158,250,190.2,18.6
194,9,Tarik Cohen,CHI,80,382,185.8,63.1
195,9,Damien Williams,CHI,123,335,196.3,42.9
196,9,Malcolm Brown,MIA,110,272,194.3,39.5
197,9,Carlos Hyde,JAC,122,336,188,42.7
198,9,Greg Zuerlein,DAL,141,262,198.1,14.5
199,9,Salvon Ahmed,MIA,123,327,193.3,31.5
200,9,A.J. Green,ARI,113,271,206.7,27.4
201,9,Kansas City Chiefs,KC,161,286,200.9,22.1
202,9,New Orleans Saints,NO,152,320,202.4,22.3
203,9,Jason Sanders,MIA,176,267,209.2,13.2
204,9,Rhamondre Stevenson,NE,109,366,196.1,54.8
205,9,Jared Goff,DET,113,334,231.3,44.2
206,9,Tyrell Williams,DET,97,370,205.3,53.5
207,9,Marlon Mack,IND,134,364,211.4,42.8
208,9,Darius Slayton,NYG,147,328,214.9,28.4
209,9,Rodrigo Blankenship,IND,177,309,224.6,21.4
210,9,Cleveland Browns,CLE,152,303,219.1,31.4
211,9,Miami Dolphins,MIA,159,329,211.1,27.9
212,9,Denver Broncos,DEN,145,307,218,25.4
213,9,Tyler Bass,BUF,167,346,223.9,32.4
214,9,Randall Cobb,GB,97,298,212.3,39.3
215,9,Chicago Bears,CHI,145,318,224.4,26.2
216,9,Justin Jackson,LAC,126,331,209.9,39.8
217,9,Chuba Hubbard,CAR,149,347,216.2,39.3
218,9,Los Angeles Chargers,LAC,159,345,222,22.4
219,9,Matt Prater,ARI,171,325,225.6,16
220,9,Boston Scott,PHI,123,357,209.7,42.4
221,9,Darrynton Evans,TEN,146,360,214.6,42.5
222,9,Marquez Valdes-Scantling,GB,171,292,229.3,28.9
223,9,Robbie Gould,SF,169,298,230.4,19.2
224,9,Jason Myers,SEA,183,283,233.5,14.3
225,9,Ryan Succop,TB,176,324,230.8,24.6
226,9,Allen Lazard,GB,141,298,222.2,29.9
227,9,Hayden Hurst,ATL,135,347,223.2,40.7
228,9,Mark Ingram II,HOU,129,355,219.2,47.5
229,9,Sammy Watkins,BAL,99,336,222.6,30.3
230,9,Teddy Bridgewater,DEN,121,356,238.7,48.9
231,9,Green Bay Packers,GB,183,303,238.6,18.8
232,9,Seattle Seahawks,SEA,159,303,241.8,22.2
233,9,Ty Johnson,NYJ,98,351,213.6,58.5
234,9,Jerick McKinnon,KC,130,329,232.8,44
235,9,Minnesota Vikings,MIN,164,318,247.8,22.1
236,9,Mason Crosby,GB,192,324,248.4,19.7
237,9,Dawson Knox,BUF,136,319,234.8,34.4
238,9,KJ Hamler,DEN,133,363,236.1,30.6
239,9,Daniel Carlson,LV,181,308,259,24.6
240,9,Joshua Kelley,LAC,142,357,228.6,39.5
241,9,Hunter Renfrow,LV,151,328,242.6,34
242,9,O.J. Howard,TB,132,360,249.1,38
243,10,Brandon McManus,DEN,197,298,260.8,21.4
244,10,Dan Arnold,CAR,135,343,241.7,43.1
245,10,Van Jefferson,LAR,157,337,243.4,29.6
246,10,Mac Jones,NE,118,367,233.3,62.3
247,10,Chris Herndon IV,MIN,139,348,246.4,42.5
248,10,Philadelphia Eagles,PHI,165,317,261.8,25.1
249,10,Josh Reynolds,TEN,183,330,248.2,30.6
250,10,Tim Patrick,DEN,174,349,254.2,33.1
251,10,Chris Boswell,PIT,198,332,277.1,20.2
252,10,Jake Elliott,PHI,202,342,272.9,27.8
253,10,Devontae Booker,NYG,130,349,233.7,51
254,10,Nico Collins,HOU,148,376,249.7,45.4
255,10,Wil Lutz,NO,148,353,228,40.7
256,10,Denzel Mims,NYJ,157,369,250,47.1
257,10,DeSean Jackson,LAR,158,377,251.5,30.3
258,10,Kadarius Toney,NYG,170,355,264.5,37.1
259,10,Dustin Hopkins,WAS,216,332,285.7,23.7
260,10,Benny Snell Jr.,PIT,149,362,245.7,48.3
261,10,John Brown,FA,129,390,212.8,57.3
262,10,Arizona Cardinals,ARI,176,330,276.1,32.4
263,10,New York Giants,NYG,166,331,274,28.5
264,10,Tennessee Titans,TEN,200,323,277.1,24.2
265,10,Taysom Hill,NO,116,373,298.5,43.9
266,10,Josh Lambo,JAC,179,332,291.9,21.8
267,10,Anthony Miller,HOU,194,379,256.2,39.5
268,10,Jimmy Garoppolo,SF,151,385,295.3,45.9
269,10,Jimmy Graham,CHI,142,344,272.2,33.8
270,10,Matt Gay,LAR,195,347,263.7,38
271,10,Jack Doyle,IND,172,371,267.5,35.9
272,10,Samaje Perine,CIN,132,387,249.2,52.6
273,10,Anthony McFarland Jr.,PIT,181,388,268.3,39.3
274,10,New York Jets,NYJ,201,347,294.9,24.1
275,10,Matt Breida,BUF,168,368,266.3,41.6
276,10,James Washington,PIT,216,383,270.2,27.3
277,10,Wayne Gallman Jr.,ATL,132,378,242.4,56.3
278,10,Justice Hill,BAL,121,360,268.8,61.7
279,10,Ka'imi Fairbairn,HOU,215,353,283.6,35.6
280,10,Dallas Cowboys,DAL,211,341,300.1,23.6
281,10,Quintez Cephus,DET,165,361,274.5,36.3
282,10,La'Mical Perine,NYJ,177,387,266,45
283,10,Jeff Wilson Jr.,SF,146,380,259.8,53.1
284,10,Amari Rodgers,GB,174,383,276,38.4
285,10,Michael Badgley,FA,198,326,250.7,20.3
286,10,Graham Gano,NYG,222,353,297.2,26.3
287,10,Jacksonville Jaguars,JAC,213,347,312.1,20
288,10,Kendrick Bourne,NE,151,372,280.8,37.4
289,10,Rashard Higgins,CLE,216,377,281.1,29.9
290,10,Breshad Perriman,CHI,129,384,236.5,57.1
291,10,Donovan Peoples-Jones,CLE,147,380,280.4,44.9
292,10,Tyrod Taylor,HOU,153,385,289,49
293,10,Drew Lock,DEN,178,383,321.9,36.7
294,10,Dyami Brown,WAS,157,378,261.7,51.8
295,10,Keelan Cole Sr.,NYJ,178,409,279.3,43.9
296,10,Zach Pascal,IND,138,377,276.9,38
297,10,Kyle Rudolph,NYG,209,393,296.6,33.4
298,10,Dalton Schultz,DAL,127,359,271,37.5
299,10,Atlanta Falcons,ATL,229,355,318.8,18.9
300,10,D'Wayne Eskridge,SEA,173,364,280.3,43.1
301,10,Carolina Panthers,CAR,207,341,296.1,29.8
302,10,Preston Williams,MIA,201,383,280.5,40.7
303,10,Pat Freiermuth,PIT,150,391,273.9,56.5
304,11,DeeJay Dallas,SEA,187,365,298.9,32
305,11,Joey Slye,FA,213,353,276.2,22.7
306,11,Jalen Richard,LV,188,386,287.6,32.6
307,11,Mo Alie-Cox,IND,161,357,268.3,47.5
308,11,Ty'Son Williams,BAL,123,392,198.4,59.5
309,11,Ke'Shawn Vaughn,TB,156,368,283.3,45.2
310,11,Andy Dalton,CHI,167,387,328.7,37.1
311,11,Rex Burkhead,HOU,168,393,294.3,33.6
312,11,Deshaun Watson,HOU,111,395,305.5,62.5
313,11,N'Keal Harry,NE,222,392,296.8,35.7
314,11,Cairo Santos,CHI,210,342,298.8,27.6
315,11,Josh Palmer,LAC,160,372,266.6,53.6
316,11,Scotty Miller,TB,229,379,314,32.2
317,11,Jordan Akins,HOU,133,363,272.3,47.7
318,11,Eno Benjamin,ARI,199,388,311.2,34.6
319,11,Tony Jones Jr.,NO,123,393,232.4,74.3
320,11,Kalen Ballage,PIT,199,370,313.2,29.9
321,11,Keke Coutee,IND,220,393,289.2,29.2
322,11,Donald Parham Jr.,LAC,163,360,285.5,40.1
323,11,Cam Newton,FA,114,385,291.3,63.2
324,11,Ian Thomas,CAR,226,374,303.8,34.4
325,11,Tyler Conklin,MIN,161,389,265.7,58.1
326,11,Byron Pringle,KC,166,393,283.8,52.8
327,11,Will Dissly,SEA,209,389,302.6,32.6
328,11,Larry Rountree III,LAC,132,393,291.9,60
329,11,Austin Seibert,DET,213,353,308.6,23.7
330,11,Demarcus Robinson,KC,152,382,281.7,53.6
331,11,Tyron Johnson,JAC,244,382,306.9,29.3
332,11,Jordan Wilkins,IND,274,392,329.5,27.3
333,11,Travis Fulgham,PHI,212,376,304.6,33
334,11,Jermar Jefferson,DET,193,380,318.6,35.2
335,11,Greg Ward,PHI,242,390,319.9,31.5
336,11,Olamide Zaccheaus,ATL,158,375,277.7,48.7
337,11,Andy Isabella,ARI,257,418,323.6,33.1
338,11,Qadree Ollison,FA,146,370,257.9,63.3
339,11,C.J. Uzomah,CIN,163,356,278.2,43
340,11,Javian Hawkins,TEN,143,393,291.7,52.5
341,11,Harrison Bryant,CLE,233,381,320.4,31.8
342,11,Quez Watkins,PHI,169,375,257.4,58.4
343,11,David Njoku,CLE,251,383,324.9,31.6
344,11,Jordan Howard,PHI,227,392,315.8,32.7
345,11,Stephen Gostkowski,FA,230,353,306.4,19.8
346,11,Miles Boykin,BAL,269,396,332.6,27.8
347,11,Jake Funk,LAR,187,393,300.4,43.1
348,11,Chris Evans,CIN,186,392,298.3,57.5
349,11,Kerryon Johnson,FA,177,388,284.8,49.9
350,11,Cody Parkey,CLE,245,353,309.1,23.8
351,11,Tyler Kroft,NYJ,136,391,283.5,71.1
352,11,Drew Sample,CIN,230,394,329.8,42.3
353,11,Jalen Guyton,LAC,216,390,320.3,47.5
354,11,Xavier Jones,FA,152,380,268.8,62.2
355,11,Adam Humphries,WAS,182,378,294,48.9
356,11,Elijah Mitchell,SF,187,386,304,52.3
357,11,Evan McPherson,CIN,222,353,305,29.2
358,11,Jaret Patterson,WAS,188,368,295.3,46.9
359,12,Albert Okwuegbunam,DEN,197,385,331.1,32.2
360,12,Todd Gurley II,FA,170,392,310.5,49
361,12,Zane Gonzalez,DET,217,332,267.2,46.8
362,12,Peyton Barber,LV,259,393,336.1,32.2
363,12,Kylin Hill,GB,185,388,305.2,53
364,12,Houston Texans,HOU,276,355,321.4,20.5
365,12,John Ross,NYG,293,661,344.3,50.2
366,12,Le'Veon Bell,FA,184,386,303.3,44.6
367,12,Tutu Atwell,LAR,228,384,323.4,44.8
368,12,Las Vegas Raiders,LV,266,355,331.2,21.8
369,12,Duke Johnson Jr.,FA,186,378,318.9,38.6
370,12,Cincinnati Bengals,CIN,280,355,332.4,17.5
371,12,Deonte Harris,NO,208,378,301.1,47.1
372,12,Juwan Johnson,NO,139,458,280.4,69
373,12,Mike Boone,DEN,199,392,329,42.1
374,12,Detroit Lions,DET,300,355,334.8,17.6
375,12,Royce Freeman,CAR,227,396,334.5,35.4
376,12,Cordarrelle Patterson,ATL,203,379,330.9,42.6
377,12,Ito Smith,FA,252,387,330.5,29
378,12,Dare Ogunbowale,JAC,237,388,323.5,37.1
379,12,Cameron Brate,TB,260,394,350.8,26.5
380,12,Tylan Wallace,BAL,268,480,339.2,41.8
381,12,Adrian Peterson,FA,237,388,324,31.2
382,12,Greg Joseph,MIN,253,342,309.8,22.1
383,12,Davis Mills,HOU,237,397,351.3,31.2
384,12,Tyler Johnson,TB,265,518,343.3,48.6
385,12,Khalil Herbert,CHI,234,393,330.7,40.9
386,12,Sam Sloman,PIT,276,342,314.9,17
387,12,Brevin Jordan,HOU,289,463,348.5,33.2
388,12,Auden Tate,CIN,256,390,334.3,40.8
389,12,Dan Bailey,FA,233,353,298.6,26.6
390,12,Nick Folk,NE,233,351,309.3,25
391,12,Chris Conley,HOU,206,395,296.2,60.8
392,12,Chase McLaughlin,CLE,247,353,297.7,31.2
393,12,Jacob Hollister,JAC,227,388,330.9,38.6
394,12,Dede Westbrook,MIN,263,395,328,38.3
395,12,Devin Duvernay,BAL,216,393,346.1,40.1
396,12,James O'Shaughnessy,JAC,267,391,340.4,33
397,12,Alex Collins,SEA,170,391,280.4,64.6
398,12,Sam Ficken,TEN,251,353,301.4,26.9
399,12,Foster Moreau,LV,244,398,350.1,38.9
400,12,Randy Bullock,FA,239,353,315,24.9
401,12,Steven Sims Jr.,PIT,265,395,331.2,37
402,12,Kylen Granson,IND,235,517,341.6,53.8
403,12,Ryan Santoso,CAR,248,342,299.3,28.8
404,12,Jacob Eason,IND,294,409,355.4,29.5
405,12,Chris Thompson,FA,307,393,339.8,22.7
406,12,Maxx Williams,ARI,257,391,340.9,39.1
407,12,Taylor Heinicke,WAS,294,399,362.1,28.7
408,12,Jacob Harris,LAR,244,453,346.2,41.5
409,12,Gardner Minshew II,PHI,328,397,360.9,21
410,12,Geoff Swaim,TEN,291,395,360.5,22.8
411,12,Quinn Nordin,NE,227,342,294.4,29
412,12,Kyle Juszczyk,SF,235,407,312.6,51.2
413,12,Collin Johnson,NYG,243,395,344.3,39.4
414,12,Albert Wilson,MIA,269,655,358.2,66.5
415,12,Tristan Vizcaino,LAC,227,353,284.4,30.9
416,12,Matt Ammendola,NYJ,297,353,323,16.4
417,12,J.J. Taylor,NE,231,402,315.1,51.9
418,12,Jalen Hurd,SF,269,396,347.2,43
419,12,Cam Sims,WAS,270,404,351.2,35.4
420,12,Damiere Byrd,CHI,226,400,338.1,49.6
421,12,Jordan Love,GB,324,412,360.2,22.2
422,12,JaMycal Hasty,SF,274,438,334.1,44.1
423,12,Nick Boyle,BAL,296,414,362.7,27.1
424,12,Kene Nwangwu,MIN,295,436,349.9,32.2
425,12,Golden Tate,FA,223,403,307.9,51.7
426,12,Travis Homer,SEA,313,418,350.1,28.8
427,12,Antonio Gandy-Golden,WAS,290,422,352.2,29.4
428,12,Isaiah McKenzie,BUF,241,410,353.3,39.5
429,13,Ihmir Smith-Marsette,MIN,240,503,350.2,63.4
430,13,Danny Amendola,FA,270,420,334.4,35.6
431,13,Tyler Eifert,FA,273,413,325.4,44
432,13,Devine Ozigbo,JAC,271,437,345.5,36.4
433,13,Dez Fitzpatrick,TEN,214,401,312.1,57.8
434,13,Freddie Swain,SEA,285,618,363.2,73.2
435,13,Marcus Mariota,LV,297,433,358.6,32.4
436,13,Hunter Long,MIA,317,411,359.3,21.1
437,13,Larry Fitzgerald,FA,263,424,330,41
438,13,Cedrick Wilson,DAL,297,416,354.9,31.7
439,13,Mohamed Sanu,SF,268,415,336.6,36
440,13,Mitchell Trubisky,BUF,326,446,362.6,32.6
441,13,Cornell Powell,KC,265,466,346.9,55
442,13,Kalif Raymond,DET,244,423,348.6,49.9
443,13,Darren Fells,DET,260,426,349.9,43.6
444,13,Willie Snead IV,LV,298,405,363.9,28.6
445,13,Anthony Schwartz,CLE,322,648,385.9,74.8
446,13,Trayveon Williams,CIN,223,419,324.3,52.6
447,13,Marquise Goodwin,CHI,289,666,384.4,84.8
448,13,Alshon Jeffery,FA,271,440,345.6,37.9
449,13,David Moore,LV,234,408,346.5,53
450,13,Bryce Love,FA,316,430,349.9,31.3
451,13,Brycen Hopkins,LAR,321,428,363.8,27.8
452,13,Lil'Jordan Humphrey,NO,279,425,344.1,46.5
453,13,Darwin Thompson,TB,273,432,348,44.3
454,13,Jace Sternberger,GB,311,429,348.7,30.7
455,13,Noah Gray,KC,250,449,352.6,54.6
456,13,Gerrid Doaks,MIA,316,456,363.1,36.2
457,13,Jeremy McNichols,TEN,306,447,358.9,39.5
458,13,Tommy Tremble,CAR,267,439,344.4,46.6
459,13,Ty Montgomery,NO,296,444,346.2,42.9
460,13,Tucker McCann,TEN,272,353,326.1,23.4
461,13,D'Ernest Johnson,CLE,322,448,369.7,34.3
462,13,Patrick Ricard,BAL,264,477,342.9,61.8
463,13,Nick Vannett,NO,340,462,379,31.8
464,13,Devonta Freeman,FA,313,443,350.9,42.5
465,13,Ryan Griffin,NYJ,315,453,367.5,38.7
466,13,Gary Brightwell,NYG,329,494,381.5,46.1
467,13,Mekhi Sargent,TEN,259,561,354,92.9
468,13,C.J. Ham,MIN,236,451,324.7,72.5
469,13,LeSean McCoy,FA,313,510,374.3,58.6
470,13,Braxton Berrios,NYJ,339,452,374.4,34
471,13,Kelvin Harmon,WAS,311,487,384.3,53
472,13,Kahale Warring,BUF,269,434,349,55
473,13,Alec Ingold,LV,277,475,357.5,64.7
474,13,Pharaoh Brown,HOU,282,463,358.5,55
475,13,Chad Beebe,FA,309,441,361.3,42.7
476,13,Richard Rodgers,FA,294,474,361.5,60.8
477,13,Keith Smith,ATL,296,466,363.5,56.1
478,13,Kenny Stills,BUF,280,459,364.2,53.9
479,13,Trent Sherfield,SF,265,501,378,86.2
480,13,Zay Jones,LV,315,457,385.3,53.1
481,13,Frank Darby,ATL,341,464,391.2,43.5
482,13,Aldrick Rosas,FA,178,353,286.3,67.1
483,13,Dazz Newsome,CHI,286,653,407.8,123.2
484,13,Richie James Jr.,SF,315,471,367.8,57
485,13,Frank Gore,FA,288,460,368,55.8
486,13,Andre Roberts,HOU,268,516,369.8,81.1
487,13,K.J. Osborn,MIN,348,512,414.2,64.6
488,13,Ross Dwelley,SF,325,467,374.6,52
489,13,Chris Manhertz,JAC,290,469,379.6,56.8
490,13,Shi Smith,CAR,313,493,380.8,63.6
491,13,Christian Blake,ATL,329,486,384.4,55.4
492,13,Jaelon Darden,TB,321,652,429,111.1
493,13,Khari Blasingame,TEN,342,505,386.4,59.9
