PLAYER NAME,TEAM,POS_BEST,POS_WORST,POS_AVG.,POS_STD.DEV
Michael Pittman Jr.,IND,24,70,49.1,7.6
Marvin Jones Jr.,JAC,25,69,50.5,6.9
Jaylen Waddle,MIA,30,92,51.6,9.6
T.Y. Hilton,IND,22,83,53.5,6.5
Mecole Hardman,KC,37,75,55.6,6.9
Darnell Mooney,CHI,31,81,56,8
Henry Ruggs III,LV,27,78,56.4,7.3
John Brown,LV,48,91,61.9,8.3
Jalen Reagor,PHI,42,85,60.4,7.9
Nelson Agholor,NE,40,87,58.8,8.3
Tre'Quan Smith,NO,31,104,62,16.1
Cole Beasley,BUF,37,81,60.9,7.4
Gabriel Davis,BUF,21,100,64.4,10.6
Rashod Bateman,BAL,27,107,62.4,13.8
Russell Gage,ATL,36,95,65.3,10.8
Christian Kirk,ARI,42,91,66.3,8.3
Sterling Shepard,NYG,44,119,65.4,8.9
Jamison Crowder,NYJ,40,103,65.4,10.1
Parris Campbell,IND,35,103,67.9,9.2
Breshad Perriman,DET,47,97,68.8,8.5
Allen Lazard,GB,56,102,72.2,8.9
Darius Slayton,NYG,50,114,71.6,9.9
Elijah Moore,NYJ,34,112,67.4,15.5
Emmanuel Sanders,BUF,50,88,69.4,6.7
Rondale Moore,ARI,47,112,74.5,13.9
Jakobi Meyers,NE,44,98,73.5,10.4
Denzel Mims,NYJ,53,121,75.7,11.9
Bryan Edwards,LV,39,126,81.4,10.5
Marquez Valdes-Scantling,GB,59,100,77.2,7.2
A.J. Green,ARI,27,113,78.1,8.3
Sammy Watkins,BAL,39,114,80.7,9.3
Amon-Ra St. Brown,DET,50,115,81.8,13.7
Terrace Marshall Jr.,CAR,59,122,83.7,14.6
Josh Reynolds,TEN,60,107,84.7,10.1
DeSean Jackson,LAR,51,130,84.4,10.3
Randall Cobb,GB,43,120,84.2,12.5
Tim Patrick,DEN,67,128,88.8,10.8
KJ Hamler,DEN,51,105,87.4,7.5
Anthony Miller,HOU,67,118,88.1,9.7
Van Jefferson,LAR,36,116,90.2,8.8
Hunter Renfrow,LV,61,114,91.5,8.2
Tyrell Williams,DET,45,121,84,16.4
James Washington,PIT,69,120,89.8,10.3
Kadarius Toney,NYG,59,121,90.9,11.3
Amari Rodgers,GB,65,125,93.3,11.8
Preston Williams,MIA,56,143,92,16.1
Rashard Higgins,CLE,63,130,93.8,10.1
Zach Pascal,IND,64,128,96.3,9.2
Kendrick Bourne,NE,73,126,100.1,10.6
Keke Coutee,HOU,80,135,101.5,9.3
Travis Fulgham,PHI,68,132,105.2,9.3
Nico Collins,HOU,62,142,99.5,15.6
N'Keal Harry,NE,79,136,100,12.8
Quintez Cephus,DET,66,132,102.3,9.4
Tyron Johnson,LAC,54,131,99,10.3
Keelan Cole Sr.,NYJ,50,133,101.8,14.1
Scotty Miller,TB,75,131,103.2,9
Donovan Peoples-Jones,CLE,81,138,108.4,9.2
Andy Isabella,ARI,91,158,110.2,11.2
D'Wayne Eskridge,SEA,48,134,100,15.1
Greg Ward,PHI,80,139,115.1,8.8
Miles Boykin,BAL,87,155,114.1,12.6
John Ross,NYG,93,267,116.2,23.2
Dyami Brown,WAS,60,133,103,18.6
Demarcus Robinson,KC,44,135,104,18.8
Marquez Callaway,NO,45,159,88.8,21.7
Byron Pringle,KC,58,142,106,17.8
Olamide Zaccheaus,ATL,65,154,101.2,19.9
Lynn Bowden Jr.,MIA,77,162,116.3,15.7
Jalen Guyton,LAC,76,141,110.8,15.5
Josh Palmer,LAC,71,165,112.4,17.1
Steven Sims Jr.,WAS,89,195,115.6,19.8
Cordarrelle Patterson,ATL,73,139,107.6,15.6
Tutu Atwell,LAR,80,133,119.8,11
Antonio Gandy-Golden,WAS,99,175,123.1,18.7
Dede Westbrook,MIN,83,188,117.4,18.5
Tyler Johnson,TB,91,210,121.8,19
Golden Tate,FA,76,158,109.9,23.7
Deonte Harris,NO,68,153,111.9,20.3
Tylan Wallace,BAL,82,255,125.2,26.9
Devin Duvernay,BAL,70,163,121.4,16.6
Larry Fitzgerald,FA,91,154,115.2,13.7
Jalen Hurd,SF,72,147,119.7,18.5
Danny Amendola,FA,95,156,115.9,14.1
Adam Humphries,WAS,52,161,115.2,24.1
Collin Johnson,JAC,91,138,121.7,9.7
Dez Fitzpatrick,TEN,85,152,120.3,16
Alshon Jeffery,FA,93,170,118.9,18.2
Cornell Powell,KC,81,157,120,17.3
Auden Tate,CIN,85,142,121.8,11.8
David Moore,CAR,84,150,126.5,15.6
Chris Conley,HOU,94,154,126,15.6
Anthony Schwartz,CLE,104,160,131.4,11.4
Cam Sims,WAS,65,143,127,13.5
Dazz Newsome,CHI,98,160,126.1,16.9
Ihmir Smith-Marsette,MIN,72,279,144.2,36.1
Olabisi Johnson,MIN,98,182,138.8,15.4
Willie Snead IV,LV,110,160,136.2,11.7
Kenny Stills,BUF,85,184,137.8,21.4
Equanimeous St. Brown,GB,108,197,145.1,25.1
Devin Funchess,GB,79,163,139.2,18.5
Isaiah McKenzie,BUF,71,193,131.8,23
Damiere Byrd,CHI,102,159,132,16.2
Richie James Jr.,SF,87,149,124.2,15.8
Simi Fehoko,DAL,125,175,146.2,11.7
Cedrick Wilson,DAL,107,148,134.9,8.7
Lil'Jordan Humphrey,NO,83,224,137.9,37.4
Shi Smith,CAR,108,211,147.5,24.4
Jaelon Darden,TB,118,179,148.5,14.5
Frank Darby,ATL,110,193,143.9,19.7
Freddie Swain,SEA,106,226,144,31.1
Braxton Berrios,NYJ,80,203,146.4,27.8
Mohamed Sanu,SF,100,153,137.3,16.4
Kelvin Harmon,WAS,97,206,151.3,22.9
J.J. Arcega-Whiteside,PHI,23,176,151.9,19.1
Seth Williams,DEN,127,180,154.6,11.3
Quez Watkins,PHI,132,169,145.9,10.9
Demetric Felton,CLE,118,172,148.4,13.2
Marquez Stevenson,BUF,126,273,165.9,41.2
Sage Surratt,DET,94,190,152.4,19.9
Jakeem Grant Sr.,MIA,76,181,154.1,14.2
Chad Beebe,MIN,120,136,125.8,6
Marquise Goodwin,CHI,88,163,144.3,14
John Hightower,PHI,141,190,164.3,16.9
Kalif Raymond,DET,131,229,165.1,29.9
KeeSean Johnson,ARI,119,173,156.3,9.6
Zay Jones,LV,90,192,159.2,31
Javon Wims,CHI,123,179,160.2,14.7
Antonio Callaway,KC,103,222,171.6,36.9
Tajae Sharpe,ATL,116,221,162.3,28.8
Albert Wilson,MIA,117,282,172.8,56
Ray-Ray McCloud,PIT,63,178,138.5,45
Isaiah Coulter,HOU,128,202,159.8,27.5
Juwan Johnson,NO,131,271,171,51.4
Geronimo Allison,DET,118,225,164.6,31.5
Christian Blake,ATL,128,177,148.8,18.2
Gunner Olszewski,NE,107,224,167,41.2
Cade Johnson,SEA,128,206,159.5,28.6
Phillip Dorsett II,JAC,146,222,176.8,26.6
Nick Westbrook-Ikhine,TEN,123,211,163.3,37.6
Chad Hansen,DET,122,265,173.3,55.2
Cameron Batson,TEN,137,211,165.5,27.6
Mike Thomas,CIN,132,246,173.3,43.3
Andre Roberts,HOU,99,227,150.7,55.1
Alex Erickson,HOU,155,212,178.3,20.9
Riley Ridley,CHI,170,191,181.8,8.6
Noah Brown,DAL,153,194,167.3,18.9
Jamal Agnew,JAC,132,198,168.3,27.4
Trishton Jackson,LAR,137,198,169,25
K.J. Hill Jr.,LAC,142,214,185,26.6
Penny Hart,SEA,167,214,189.3,18.4
KhaDarel Hodge,CLE,173,178,175.7,2
Dante Pettis,NYG,126,268,192.3,58.4
Justin Watson,TB,165,226,193.3,22.4
Trent Taylor,CIN,156,243,191,37.5
Mike Strachan,IND,150,183,166.5,16.5
Marvin Hall,NE,147,187,167,20
Chester Rogers,TEN,126,213,169.5,43.5
John Ursua,SEA,155,185,170,15
Devin Smith,NE,110,231,170.5,60.5
Joe Reed,LAC,168,217,194.3,20.2
Trey Quinn,LV,139,216,177.5,38.5
Isaiah Zuber,NE,169,187,178,9
Laquon Treadwell,JAC,171,186,178.5,7.5
River Cracraft,SF,182,206,196.7,10.5
Racey McMath,TEN,137,223,180,43
Kawaan Baker,NO,156,204,180,24
Mack Hollins,MIA,179,219,198.3,16.4
DeMichael Harris,IND,162,269,210.7,44.2
Dez Bryant,FA,146,218,182,36
Diontae Spencer,DEN,184,209,199.3,11
K.J. Osborn,MIN,178,189,183.5,5.5
Chris Finke,KC,136,238,187,51
Ashton Dulin,IND,174,196,185,11
Jaydon Mickens,TB,138,241,189.5,51.5
Blake Proehl,MIN,184,187,185.5,1.5
Marcus Kemp,KC,152,251,207.7,41.4
Ben Skowronek,LAR,176,199,187.5,11.5
Austin Watkins Jr.,SF,184,280,218.3,43.7
Tyrie Cleveland,DEN,171,212,191.5,20.5
Chad Williams,KC,160,225,192.5,32.5
Juwann Winfree,GB,181,204,192.5,11.5
Stanley Morgan Jr.,CIN,173,215,194,21
Chris Rowland,ATL,182,208,195,13
Jake Kumerow,BUF,182,278,225,39.8
Marcus Johnson,TEN,200,204,202,2
Brandon Powell,BUF,190,215,202.5,12.5
Brandon Zylstra,CAR,188,227,207.5,19.5
T.J. Vasher,DAL,203,216,209.5,6.5
Trent Sherfield,SF,209,274,231,30.4
Whop Philyor,MIN,192,231,211.5,19.5
C.J. Board,NYG,207,232,219.5,12.5
Isaiah Wright,WAS,216,230,223,7
Vyncint Smith,NYJ,214,277,245.5,31.5
Rico Bussey,PIT,220,228,224,4
