PPR_RK,PPR_TIERS,PLAYER NAME,TEAM,PPR_AVG_FAN PTS,AVG_PASS_YDS,AVG_PASS_TDS,AVG_REC,AVG_REC_YDS,AVG_REC_TDS,AVG_RUSH_ATT,AVG_RUSH_YDS,AVG_RUSH_TDS
"1",1,"Justin Jefferson",MIN,"21.7","0.0","0.0","7.5","106.4","0.5","0.2","1.4","0.1"
"2",1,"Ja'Marr Chase",CIN,"18.6","0.0","0.0","6.7","80.5","0.7","0.4","0.6","0.0"
"3",1,"Christian McCaffrey",SF,"21.0","0.0","0.0","5.0","43.6","0.3","14.4","67.0","0.5"
"4",1,"Cooper Kupp",LAR,"22.4","0.0","0.0","8.3","90.2","0.7","1.0","5.8","0.1"
"5",1,"Tyreek Hill",MIA,"20.1","0.0","0.0","7.0","100.6","0.4","0.4","1.9","0.1"
"6",2,"Travis Kelce",KC,"18.6","0.0","0.0","6.5","78.7","0.7","0.1","0.3","0.0"
"7",2,"Austin Ekeler",LAC,"21.9","0.0","0.0","6.3","42.5","0.3","12.0","53.8","0.8"
"8",2,"Stefon Diggs",BUF,"18.9","0.0","0.0","6.5","85.6","0.6","0.1","-0.2","0.0"
"9",2,"CeeDee Lamb",DAL,"17.7","0.0","0.0","6.3","79.9","0.5","0.6","2.8","0.0"
"10",2,"Amon-Ra St. Brown",DET,"16.7","0.0","0.0","6.6","72.6","0.4","0.6","5.9","0.0"
"11",2,"Saquon Barkley",NYG,"17.8","0.0","0.0","3.6","21.1","0.0","18.4","82.0","0.6"
"12",2,"A.J. Brown",PHI,"17.6","0.0","0.0","5.2","88.0","0.6","0.0","0.0","0.0"
"13",2,"Davante Adams",LV,"19.7","0.0","0.0","5.9","89.2","0.8","0.2","-0.1","0.0"
"14",3,"Garrett Wilson",NYJ,"12.7","0.0","0.0","4.9","64.9","0.2","0.2","0.2","0.0"
"15",3,"Bijan Robinson",ATL,"0","0","0","0","0","0","0","0","0"
"16",3,"Tony Pollard",DAL,"15.6","0.0","0.0","2.4","23.2","0.2","12.1","62.9","0.6"
"17",3,"Nick Chubb",CLE,"16.6","0.0","0.0","1.6","14.1","0.1","17.8","89.7","0.7"
"18",3,"Jaylen Waddle",MIA,"15.2","0.0","0.0","4.4","79.8","0.5","0.2","1.5","0.0"
"19",3,"Chris Olave",NO,"13.2","0.0","0.0","4.8","69.5","0.3","0.0","0.0","0.0"
"20",3,"Derrick Henry",TEN,"18.9","0.0","0.0","2.1","24.9","0.0","21.8","96.1","0.8"
"21",4,"DeVonta Smith",PHI,"15.0","0.0","0.0","5.6","70.4","0.4","0.0","0.0","0.0"
"22",4,"Josh Jacobs",LV,"19.3","0.0","0.0","3.1","23.5","0.0","20.0","97.2","0.7"
"23",4,"Keenan Allen",LAC,"16.4","0.0","0.0","6.6","75.2","0.4","0.1","0.8","0.0"
"24",4,"Patrick Mahomes II",KC,"25.3","308.8","2.4","0.0","0.0","0.0","3.6","21.1","0.2"
"25",4,"Tee Higgins",CIN,"14.9","0.0","0.0","5.0","69.5","0.5","0.0","0.0","0.0"
"26",4,"Jalen Hurts",PHI,"25.6","246.7","1.5","0.0","0.0","0.0","11.0","50.7","0.9"
"27",4,"Josh Allen",BUF,"24.2","253.9","2.1","0.0","0.0","0.0","7.4","45.6","0.4"
"28",4,"Jonathan Taylor",IND,"12.2","0.0","0.0","2.3","11.9","0.0","16.0","71.8","0.3"
"29",4,"Rhamondre Stevenson",NE,"14.7","0.0","0.0","4.1","24.8","0.1","12.4","61.2","0.3"
"30",4,"DK Metcalf",SEA,"13.3","0.0","0.0","5.3","61.6","0.4","0.0","0.0","0.0"
"31",4,"Mark Andrews",BAL,"12.7","0.0","0.0","4.9","56.5","0.3","0.2","0.5","0.0"
"32",4,"Joe Mixon",CIN,"16.0","0.0","0.0","4.0","29.4","0.1","14.1","55.1","0.5"
"33",4,"Calvin Ridley",JAC,"0","0","0","0","0","0","0","0","0"
"34",4,"Amari Cooper",CLE,"14.5","0.0","0.0","4.6","68.2","0.5","0.0","0.0","0.0"
"35",4,"Najee Harris",PIT,"13.1","0.0","0.0","2.4","13.5","0.2","16.0","60.8","0.4"
"36",5,"Jahmyr Gibbs",DET,"0","0","0","0","0","0","0","0","0"
"37",5,"Aaron Jones",GB,"14.6","0.0","0.0","3.5","23.2","0.3","12.5","65.9","0.1"
"38",5,"Deebo Samuel",SF,"13.0","0.0","0.0","4.3","48.6","0.2","3.2","17.8","0.2"
"39",5,"Lamar Jackson",BAL,"20.3","186.8","1.4","0.0","0.0","0.0","9.3","63.7","0.3"
"40",5,"Travis Etienne Jr.",JAC,"12.1","0.0","0.0","2.1","18.6","0.0","12.9","66.2","0.3"
"41",5,"Chris Godwin",TB,"14.9","0.0","0.0","6.9","68.2","0.2","0.2","0.3","0.0"
"42",5,"DeAndre Hopkins",TEN,"16.9","0.0","0.0","7.1","79.7","0.3","0.0","0.0","0.0"
"43",5,"DJ Moore",CHI,"11.7","0.0","0.0","3.7","52.2","0.4","0.6","3.1","0.0"
"44",5,"Drake London",ATL,"10.5","0.0","0.0","4.2","50.9","0.2","0.0","0.0","0.0"
"45",5,"Joe Burrow",CIN,"21.7","266.3","2.1","0.0","0.0","0.0","4.5","15.2","0.3"
"46",5,"Terry McLaurin",WAS,"13.5","0.0","0.0","4.5","70.1","0.3","0.4","1.7","0.0"
"47",5,"Diontae Johnson",PIT,"10.6","0.0","0.0","5.1","51.9","0.0","0.4","1.5","0.0"
"48",5,"Christian Watson",GB,"11.7","0.0","0.0","2.9","43.6","0.5","0.5","5.7","0.1"
"49",5,"Tyler Lockett",SEA,"14.8","0.0","0.0","5.3","64.6","0.6","0.0","0.0","0.0"
"50",5,"Justin Fields",CHI,"20.5","149.5","1.1","0.0","0.0","0.0","10.7","76.2","0.5"
"51",5,"T.J. Hockenson",MIN,"12.7","0.0","0.0","5.1","53.8","0.4","0.0","0.0","0.0"
"52",5,"Breece Hall",NYJ,"16.4","0.0","0.0","2.7","31.1","0.1","11.4","66.1","0.6"
"53",5,"Brandon Aiyuk",SF,"13.4","0.0","0.0","4.6","59.7","0.5","0.1","1.4","0.0"
"54",6,"Justin Herbert",LAC,"17.1","278.8","1.5","0.0","0.0","0.0","3.2","8.6","0.0"
"55",6,"Mike Williams",LAC,"13.6","0.0","0.0","4.8","68.8","0.3","0.0","0.0","0.0"
"56",6,"Jerry Jeudy",DEN,"13.6","0.0","0.0","4.5","64.8","0.4","0.3","2.7","0.0"
"57",6,"Christian Kirk",JAC,"14.2","0.0","0.0","4.9","65.2","0.5","0.3","0.6","0.0"
"58",6,"Marquise Brown",ARI,"13.0","0.0","0.0","5.6","59.1","0.3","0.1","0.1","0.0"
"59",6,"Kenneth Walker III",SEA,"13.5","0.0","0.0","1.8","11.0","0.0","15.2","70.0","0.6"
"60",6,"Michael Pittman Jr.",IND,"13.5","0.0","0.0","6.2","57.8","0.3","0.2","1.9","0.0"
"61",6,"Miles Sanders",CAR,"12.7","0.0","0.0","1.2","4.6","0.0","15.2","74.6","0.6"
"62",6,"Mike Evans",TB,"15.0","0.0","0.0","5.1","74.9","0.4","0.0","0.0","0.0"
"63",6,"Darren Waller",NYG,"9.4","0.0","0.0","3.1","43.1","0.3","0.0","0.0","0.0"
"64",6,"Dameon Pierce",HOU,"12.8","0.0","0.0","2.3","12.7","0.1","16.9","72.2","0.3"
"65",6,"Alexander Mattison",MIN,"5.2","0.0","0.0","0.9","5.4","0.1","4.4","16.6","0.3"
"66",6,"Trevor Lawrence",JAC,"17.9","241.9","1.5","0.0","0.0","0.0","3.6","17.1","0.3"
"67",6,"Jahan Dotson",WAS,"10.9","0.0","0.0","2.9","43.6","0.6","0.2","-0.6","0.0"
"68",6,"J.K. Dobbins",BAL,"10.2","0.0","0.0","0.9","5.3","0.1","11.5","65.0","0.3"
"69",6,"James Conner",ARI,"15.4","0.0","0.0","3.5","23.1","0.1","14.1","60.2","0.5"
"70",6,"Rachaad White",TB,"8.2","0.0","0.0","2.9","17.1","0.1","7.6","28.3","0.1"
"71",6,"George Kittle",SF,"13.4","0.0","0.0","4.0","51.0","0.7","0.0","0.0","0.0"
"72",7,"Cam Akers",LAR,"9.4","0.0","0.0","0.9","7.8","0.0","12.5","52.4","0.5"
"73",7,"George Pickens",PIT,"9.8","0.0","0.0","3.1","47.1","0.2","0.2","1.4","0.1"
"74",7,"Jordan Addison",MIN,"0","0","0","0","0","0","0","0","0"
"75",7,"Dallas Goedert",PHI,"11.8","0.0","0.0","4.6","58.5","0.3","0.0","0.0","0.0"
"76",7,"Kyle Pitts",ATL,"7.6","0.0","0.0","2.8","35.6","0.2","0.0","0.0","0.0"
"77",7,"James Cook",BUF,"6.3","0.0","0.0","1.2","10.6","0.1","5.4","30.9","0.1"
"78",7,"Alvin Kamara",NO,"14.1","0.0","0.0","3.8","32.7","0.1","14.9","59.8","0.1"
"79",7,"Javonte Williams",DEN,"10.5","0.0","0.0","4.0","19.0","0.0","11.8","51.0","0.0"
"80",7,"Brandin Cooks",DAL,"11.2","0.0","0.0","4.4","53.8","0.2","0.2","0.5","0.0"
"81",7,"David Montgomery",DET,"11.1","0.0","0.0","2.1","19.8","0.1","12.6","50.1","0.3"
"82",7,"Courtland Sutton",DEN,"10.6","0.0","0.0","4.3","55.3","0.1","0.1","0.3","0.0"
"83",7,"Gabe Davis",BUF,"11.4","0.0","0.0","3.2","55.7","0.5","0.0","0.0","0.0"
"84",7,"Jaxon Smith-Njigba",SEA,"0","0","0","0","0","0","0","0","0"
"85",7,"D'Andre Swift",PHI,"13.7","0.0","0.0","3.4","27.8","0.2","7.1","38.7","0.4"
"86",7,"Treylon Burks",TEN,"8.0","0.0","0.0","3.0","40.4","0.1","0.4","4.3","0.0"
"87",7,"Dalvin Cook",NYJ,"14.0","0.0","0.0","2.3","17.4","0.1","15.5","69.0","0.5"
"88",7,"Zay Flowers",BAL,"0","0","0","0","0","0","0","0","0"
"89",7,"Isiah Pacheco",KC,"7.9","0.0","0.0","0.8","7.6","0.0","10.0","48.8","0.3"
"90",7,"JuJu Smith-Schuster",NE,"11.6","0.0","0.0","4.9","58.3","0.2","0.0","0.0","0.0"
"91",7,"Michael Thomas",NO,"17.0","0.0","0.0","5.3","57.0","1.0","0.0","0.0","0.0"
"92",7,"Elijah Moore",CLE,"5.5","0.0","0.0","2.3","27.9","0.1","0.3","0.3","0.0"
"93",7,"Deshaun Watson",CLE,"15.1","183.7","1.2","0.0","0.0","0.0","6.0","29.2","0.2"
"94",7,"Antonio Gibson",WAS,"11.1","0.0","0.0","3.1","23.5","0.1","9.9","36.4","0.2"
"95",8,"Dak Prescott",DAL,"17.8","238.3","1.9","0.0","0.0","0.0","3.8","15.2","0.1"
"96",8,"Evan Engram",JAC,"10.4","0.0","0.0","4.3","45.1","0.2","0.1","0.8","0.0"
"97",8,"Khalil Herbert",CHI,"9.1","0.0","0.0","0.7","4.4","0.1","9.9","56.2","0.3"
"98",8,"Jakobi Meyers",LV,"12.9","0.0","0.0","4.8","57.4","0.4","0.1","-0.8","0.0"
"99",8,"Tua Tagovailoa",MIA,"18.4","272.9","1.9","0.0","0.0","0.0","1.8","5.4","0.0"
"100",8,"Quentin Johnston",LAC,"0","0","0","0","0","0","0","0","0"
"101",8,"Pat Freiermuth",PIT,"9.9","0.0","0.0","4.2","48.8","0.1","0.0","0.0","0.0"
"102",8,"Daniel Jones",NYG,"18.4","200.3","0.9","0.0","0.0","0.0","7.5","44.3","0.4"
"103",8,"AJ Dillon",GB,"9.9","0.0","0.0","1.6","12.1","0.0","10.9","45.3","0.4"
"104",8,"Rashod Bateman",BAL,"8.9","0.0","0.0","2.5","47.5","0.3","0.0","0.0","0.0"
"105",8,"Skyy Moore",KC,"2.7","0.0","0.0","1.4","15.6","0.0","0.2","1.5","0.0"
"106",8,"Kirk Cousins",MIN,"18.0","267.5","1.7","0.0","0.0","0.0","1.8","5.7","0.1"
"107",8,"Brian Robinson Jr.",WAS,"9.4","0.0","0.0","0.8","5.0","0.1","17.1","66.4","0.2"
"108",8,"Samaje Perine",DEN,"8.9","0.0","0.0","2.4","17.9","0.3","5.9","24.6","0.1"
"109",8,"Geno Smith",SEA,"18.5","251.9","1.8","0.0","0.0","0.0","4.0","21.5","0.1"
"110",8,"Kadarius Toney",KC,"6.4","0.0","0.0","1.8","19.0","0.2","0.8","9.1","0.1"
"111",8,"Anthony Richardson",IND,"0","0","0","0","0","0","0","0","0"
"112",8,"Zach Charbonnet",SEA,"0","0","0","0","0","0","0","0","0"
"113",8,"Nico Collins",HOU,"9.7","0.0","0.0","3.7","48.1","0.2","0.0","0.0","0.0"
"114",8,"David Njoku",CLE,"10.1","0.0","0.0","4.1","44.9","0.3","0.1","-0.6","0.0"
"115",8,"Jerick McKinnon",KC,"11.5","0.0","0.0","3.3","30.1","0.5","4.2","17.1","0.1"
"116",8,"Allen Lazard",NYJ,"11.7","0.0","0.0","4.0","52.5","0.4","0.1","0.0","0.0"
"117",8,"Aaron Rodgers",NYJ,"14.8","217.4","1.5","0.0","0.0","0.0","2.0","5.5","0.1"
"118",8,"Romeo Doubs",GB,"7.8","0.0","0.0","3.2","32.7","0.2","0.1","0.8","0.0"
"119",8,"Jamaal Williams",NO,"13.3","0.0","0.0","0.7","4.3","0.0","15.4","62.7","1.0"
"120",8,"Zay Jones",JAC,"12.4","0.0","0.0","5.1","51.4","0.3","0.3","1.1","0.0"
"121",8,"Tyler Boyd",CIN,"10.3","0.0","0.0","3.5","45.6","0.4","0.0","0.0","0.0"
"122",8,"Rondale Moore",ARI,"11.0","0.0","0.0","5.1","51.8","0.1","0.8","-0.6","0.0"
"123",8,"Odell Beckham Jr.",BAL,"0","0","0","0","0","0","0","0","0"
"124",8,"Jared Goff",DET,"17.1","261.1","1.7","0.0","0.0","0.0","1.7","4.3","0.0"
"125",8,"Darnell Mooney",CHI,"9.2","0.0","0.0","3.6","44.8","0.2","0.1","0.2","0.0"
"126",9,"Tyler Higbee",LAR,"9.5","0.0","0.0","4.5","38.8","0.2","0.0","0.0","0.0"
"127",9,"Dalton Schultz",HOU,"9.5","0.0","0.0","3.8","38.5","0.3","0.0","0.0","0.0"
"128",9,"Rashaad Penny",PHI,"10.4","0.0","0.0","0.8","3.2","0.0","11.4","69.2","0.4"
"129",9,"Russell Wilson",DEN,"15.8","234.9","1.1","0.0","0.0","0.0","3.7","18.5","0.2"
"130",9,"Jaylen Warren",PIT,"5.8","0.0","0.0","1.8","13.4","0.0","4.8","23.7","0.1"
"131",9,"Adam Thielen",CAR,"10.6","0.0","0.0","4.1","42.1","0.4","0.1","0.2","0.0"
"132",9,"Damien Harris",BUF,"8.3","0.0","0.0","1.5","8.8","0.0","9.6","42.0","0.3"
"133",9,"Jameson Williams",DET,"2.5","0.0","0.0","0.2","6.8","0.2","0.2","6.7","0.0"
"134",9,"Chigoziem Okonkwo",TEN,"6.1","0.0","0.0","2.0","28.1","0.2","0.2","0.1","0.0"
"135",9,"Jeff Wilson Jr.",MIA,"9.9","0.0","0.0","1.4","11.6","0.1","11.0","53.8","0.3"
"136",9,"Raheem Mostert",MIA,"10.5","0.0","0.0","1.9","12.6","0.1","11.3","55.7","0.2"
"137",9,"De'Von Achane",MIA,"0","0","0","0","0","0","0","0","0"
"138",9,"Elijah Mitchell",SF,"8.7","0.0","0.0","0.6","1.4","0.0","9.0","55.8","0.4"
"139",9,"Michael Gallup",DAL,"7.5","0.0","0.0","2.8","30.3","0.3","0.0","0.0","0.0"
"140",9,"Tyler Allgeier",ATL,"10.0","0.0","0.0","1.0","8.7","0.1","13.1","64.7","0.2"
"141",9,"Kenneth Gainwell",PHI,"5.2","0.0","0.0","1.4","9.9","0.0","3.1","14.1","0.2"
"142",9,"Cole Kmet",CHI,"8.7","0.0","0.0","2.9","32.0","0.4","0.1","0.5","0.0"
