PLAYER NAME,POS,AVG_RK,AVG_FAN PTS,AVG_PASS_TDS,AVG_PASS_YDS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,BEST_RK,FAN PTS,PASS_TDS,PASS_YDS,PPR_AVG_RK,PPR_AVG_FAN PTS,PPR_BEST_RK,PPR_FAN PTS,PPR_RK,PPR_STD.DEV_RK,PPR_TIERS,PPR_WORST_RK,REC,REC_TDS,REC_YDS,RK,RUSH_ATT,RUSH_TDS,RUSH_YDS,STD.DEV_RK,TEAM,TIERS,WORST_RK,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,DEPTH
Albert Okwuegbunam,TE,324.7,4.5,0.0,0.0,2.8,0.3,30.3,0.0,0.0,0.0,184.0,18.1,0.0,0.0,324.8,7.3,206.0,29.1,363.0,34.4,12.0,382.0,11.0,1.0,121.0,374.0,0.0,0.0,0.0,37.7,DEN,14.0,378.0,4,7,12,2
Aldrick Rosas,K,331.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,39.0,0.0,0.0,297.5,6.5,215.0,39.0,457.0,47.7,13.0,328.0,0.0,0.0,0.0,471.0,0.0,0.0,0.0,15.6,NO,16.0,342.0,26,27,21,0
Alex Collins,RB,246.6,6.7,0.0,0.0,0.3,0.0,1.3,6.0,0.7,25.7,180.0,20.1,0.0,0.0,286.0,7.0,189.0,21.1,411.0,60.1,12.0,380.0,1.0,0.0,4.0,415.0,18.0,2.0,77.0,54.0,SEA,15.0,318.0,24,30,9,4
Alexander Mattison,RB,150.4,5.7,0.0,0.0,1.0,0.1,9.6,7.4,0.2,33.4,99.0,73.9,0.0,0.0,158.3,6.7,110.0,86.9,146.0,20.0,8.0,227.0,13.0,1.0,125.0,138.0,96.0,2.0,434.0,27.0,MIN,9.0,317.0,12,6,28,2
Allen Lazard,WR,199.6,6.5,0.0,0.0,3.3,0.3,45.1,0.2,0.0,1.7,136.0,64.8,0.0,0.0,219.2,9.8,141.0,97.8,216.0,29.3,9.0,299.0,33.0,3.0,451.0,196.0,2.0,0.0,17.0,26.9,GB,11.0,295.0,29,29,19,4
Allen Robinson II,WR,30.8,10.1,0.0,0.0,6.4,0.4,78.1,0.1,0.0,-0.1,16.0,160.9,0.0,0.0,24.6,16.4,15.0,262.9,24.0,4.3,3.0,34.0,102.0,6.0,1250.0,29.0,1.0,0.0,-1.0,4.3,CHI,4.0,45.0,12,19,9,0
Alshon Jeffery,WR,324.3,2.5,0.0,0.0,0.9,0.1,16.4,0.0,0.0,0.0,265.0,17.5,0.0,0.0,330.4,3.4,271.0,23.5,422.0,27.5,13.0,370.0,6.0,1.0,115.0,395.0,0.0,0.0,0.0,26.8,FA,15.0,385.0,33,33,33,0
Alvin Kamara,RB,5.8,19.7,0.0,0.0,5.5,0.3,50.4,12.5,1.1,62.1,2.0,294.8,0.0,0.0,3.4,25.2,2.0,377.8,3.0,1.1,1.0,7.0,83.0,5.0,756.0,4.0,187.0,16.0,932.0,2.6,NO,2.0,27.0,25,21,22,1
Amari Cooper,WR,37.0,9.1,0.0,0.0,5.8,0.3,69.6,0.4,0.0,0.9,24.0,144.8,0.0,0.0,35.9,14.8,25.0,236.8,33.0,5.5,4.0,58.0,92.0,5.0,1114.0,37.0,6.0,0.0,14.0,5.9,DAL,5.0,65.0,27,21,27,2
Amari Rodgers,WR,260.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,271.6,0.0,173.0,0.0,280.0,38.9,10.0,375.0,0.0,0.0,0.0,269.0,0.0,0.0,0.0,39.4,GB,12.0,375.0,29,29,19,3
Ameer Abdullah,RB,328.3,1.4,0.0,0.0,0.5,0.1,3.6,0.5,0.0,2.6,245.0,22.0,0.0,0.0,368.0,1.9,336.0,30.0,514.0,22.9,14.0,393.0,8.0,2.0,58.0,449.0,8.0,0.0,42.0,54.4,MIN,15.0,393.0,12,6,28,3
Amon-Ra St. Brown,WR,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,207.8,0.0,122.0,0.0,203.0,45.2,9.0,364.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,44.2,DET,11.0,354.0,23,30,6,3
Andrew Jacas,UNKNOWN,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,0.0,0.0,333.7,0.0,315.0,0.0,494.0,13.6,13.0,347.0,0.0,0.0,0.0,478.0,0.0,0.0,0.0,4.1,SF,16.0,347.0,33,33,33,0
Andy Dalton,QB,341.1,13.1,1.3,197.3,0.0,0.0,0.0,2.5,0.0,10.4,134.0,143.9,14.0,2170.0,334.8,13.2,182.0,144.9,340.0,37.4,11.0,387.0,0.0,0.0,0.0,351.0,28.0,0.0,114.0,34.5,CHI,14.0,396.0,23,22,23,2
Andy Isabella,WR,310.5,2.6,0.0,0.0,1.6,0.2,17.2,0.1,0.0,-0.5,262.0,33.8,0.0,0.0,321.6,4.2,263.0,54.8,344.0,33.8,11.0,418.0,21.0,2.0,224.0,321.0,1.0,0.0,-6.0,28.3,ARI,13.0,379.0,11,13,15,5
Anthony Firkser,TE,182.0,2.8,0.0,0.0,2.4,0.1,24.2,0.0,0.0,0.0,113.0,44.7,0.0,0.0,182.2,5.2,108.0,83.7,177.0,40.3,8.0,350.0,39.0,1.0,387.0,179.0,0.0,0.0,0.0,44.3,TEN,10.0,352.0,26,14,28,1
Anthony McFarland Jr.,RB,273.9,1.5,0.0,0.0,0.5,0.0,4.9,3.0,0.0,10.3,186.0,16.7,0.0,0.0,262.4,2.1,181.0,22.7,261.0,39.4,10.0,362.0,6.0,0.0,54.0,281.0,33.0,0.0,113.0,30.4,PIT,12.0,374.0,4,11,5,0
Anthony Miller,WR,246.8,3.7,0.0,0.0,3.1,0.1,30.3,0.1,0.0,0.8,189.0,59.7,0.0,0.0,250.5,6.8,175.0,108.7,259.0,39.6,10.0,378.0,49.0,2.0,485.0,253.0,2.0,0.0,12.0,28.8,HOU,12.0,333.0,10,14,13,3
Anthony Schwartz,WR,353.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0,385.3,0.0,322.0,0.0,455.0,78.9,13.0,648.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,21.0,CLE,15.0,375.0,32,31,24,5
Antonio Brown,WR,107.9,9.0,0.0,0.0,5.6,0.5,60.4,0.3,0.0,-0.3,43.0,72.1,0.0,0.0,94.2,14.6,60.0,117.1,92.0,23.5,6.0,196.0,45.0,4.0,483.0,111.0,2.0,0.0,-2.0,27.3,TB,8.0,196.0,19,15,21,3
Antonio Gandy-Golden,WR,333.1,0.4,0.0,0.0,0.2,0.0,0.5,0.2,0.0,3.7,286.0,2.5,0.0,0.0,350.1,0.6,286.0,3.5,404.0,28.7,12.0,396.0,1.0,0.0,3.0,379.0,1.0,0.0,22.0,26.1,WAS,14.0,378.0,14,25,1,6
Antonio Gibson,RB,17.2,11.9,0.0,0.0,2.6,0.0,17.6,12.1,0.8,56.8,5.0,166.2,0.0,0.0,20.7,14.4,7.0,202.2,21.0,5.5,3.0,40.0,36.0,0.0,247.0,15.0,170.0,11.0,795.0,7.4,WAS,3.0,42.0,18,18,11,1
Arizona Cardinals,DEF,290.7,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,108.0,0.0,0.0,276.9,6.8,176.0,108.0,276.0,35.8,10.0,337.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,26.9,ARI,13.0,337.0,18,17,17,0
Atlanta Falcons,DEF,320.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,72.0,0.0,0.0,319.7,4.5,235.0,72.0,321.0,15.5,11.0,345.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,13.9,ATL,13.0,360.0,1,2,3,0
Auden Tate,WR,343.0,1.7,0.0,0.0,1.6,0.0,16.7,0.0,0.0,0.0,240.0,15.0,0.0,0.0,339.4,3.2,262.0,29.0,405.0,39.7,12.0,383.0,14.0,0.0,150.0,412.0,0.0,0.0,0.0,32.9,CIN,15.0,396.0,24,20,22,4
Austin Ekeler,RB,25.6,11.1,0.0,0.0,5.4,0.2,40.3,11.6,0.1,53.0,6.0,111.3,0.0,0.0,8.5,16.5,3.0,165.3,7.0,4.6,1.0,28.0,54.0,2.0,403.0,23.0,116.0,1.0,530.0,30.4,LAC,4.0,334.0,13,25,3,1
Austin Hooper,TE,163.7,5.2,0.0,0.0,3.5,0.3,33.5,0.0,0.0,0.0,94.0,67.5,0.0,0.0,166.8,8.7,78.0,113.5,153.0,30.2,8.0,259.0,46.0,4.0,435.0,149.0,0.0,0.0,0.0,31.8,CLE,10.0,258.0,22,17,21,1
Austin Seibert,K,309.6,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,27.0,0.0,0.0,307.1,5.4,213.0,27.0,331.0,21.6,11.0,353.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,20.1,CIN,13.0,351.0,8,19,5,0
Baker Mayfield,QB,139.2,16.0,1.6,222.7,0.0,0.0,0.0,3.4,0.1,10.3,79.0,255.62,26.0,3563.0,140.6,16.0,109.0,256.62,131.0,25.8,7.0,252.0,0.0,0.0,0.0,129.0,54.0,1.0,165.0,25.5,CLE,9.0,254.0,29,27,25,1
Baltimore Ravens,DEF,155.2,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,141.0,0.0,0.0,158.5,8.3,136.0,141.0,159.0,15.7,8.0,241.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,11.9,BAL,10.0,212.0,32,32,29,0
Ben Roethlisberger,QB,157.1,18.5,2.2,253.5,0.0,0.0,0.0,1.7,0.0,0.7,88.0,277.22,33.0,3803.0,152.8,18.5,114.0,277.22,143.0,26.2,8.0,256.0,0.0,0.0,0.0,145.0,25.0,0.0,11.0,19.8,PIT,9.0,202.0,9,14,9,1
Benny Snell Jr.,RB,208.2,4.1,0.0,0.0,0.6,0.0,3.8,6.9,0.3,23.0,125.0,64.9,0.0,0.0,236.9,4.7,156.0,74.9,245.0,45.6,10.0,363.0,10.0,0.0,61.0,213.0,111.0,4.0,368.0,44.7,PIT,11.0,357.0,4,11,5,0
Blake Bell,TE,369.5,0.7,0.0,0.0,0.7,0.0,6.9,0.1,0.0,0.1,368.0,11.2,0.0,0.0,302.0,1.4,238.0,22.2,495.0,64.0,13.0,366.0,11.0,0.0,110.0,504.0,1.0,0.0,2.0,1.5,KC,16.0,371.0,23,20,20,2
Blake Jarwin,TE,154.0,1.2,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,92.0,1.2,0.0,0.0,162.7,2.2,108.0,2.2,152.0,28.2,8.0,267.0,1.0,0.0,12.0,140.0,0.0,0.0,0.0,27.5,DAL,9.0,256.0,16,6,24,1
Boston Scott,RB,264.9,4.4,0.0,0.0,1.6,0.1,13.3,5.0,0.1,23.4,143.0,70.6,0.0,0.0,212.4,6.0,123.0,95.6,213.0,43.0,9.0,357.0,25.0,1.0,212.0,273.0,80.0,1.0,374.0,41.6,PHI,12.0,363.0,15,3,30,2
Brandin Cooks,WR,82.8,10.1,0.0,0.0,5.4,0.4,76.7,0.0,0.0,0.0,37.0,151.0,0.0,0.0,82.6,15.5,41.0,232.0,78.0,19.0,6.0,182.0,81.0,6.0,1150.0,79.0,0.0,0.0,0.0,16.7,HOU,7.0,171.0,10,14,13,1
Brandon Aiyuk,WR,54.5,10.4,0.0,0.0,5.0,0.4,62.3,0.5,0.2,6.4,32.0,124.5,0.0,0.0,56.5,15.4,35.0,184.5,55.0,10.1,5.0,83.0,60.0,5.0,748.0,51.0,6.0,2.0,77.0,9.8,SF,6.0,86.0,1,9,2,2
Brandon McManus,K,270.4,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,136.0,0.0,0.0,265.7,9.1,212.0,136.0,260.0,21.3,10.0,298.0,0.0,0.0,0.0,266.0,0.0,0.0,0.0,19.0,DEN,12.0,300.0,10,17,1,0
Braxton Berrios,WR,332.8,3.8,0.0,0.0,2.3,0.2,24.6,0.2,0.0,1.8,222.0,60.3,0.0,0.0,369.0,6.1,360.0,97.3,509.0,8.7,14.0,385.0,37.0,3.0,394.0,441.0,3.0,0.0,29.0,63.0,NYJ,15.0,396.0,7,10,11,6
Breshad Perriman,WR,188.8,5.8,0.0,0.0,2.5,0.3,42.1,0.1,0.0,0.5,106.0,69.1,0.0,0.0,205.4,8.3,126.0,99.1,206.0,31.1,9.0,315.0,30.0,3.0,505.0,181.0,1.0,0.0,6.0,27.1,DET,10.0,271.0,23,30,6,2
Brevin Jordan,TE,340.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,346.9,0.0,273.0,0.0,398.0,37.8,12.0,463.0,0.0,0.0,0.0,399.0,0.0,0.0,0.0,31.4,HOU,15.0,389.0,10,12,16,2
Brian Hill,RB,310.3,4.4,0.0,0.0,1.6,0.0,12.4,6.3,0.1,29.1,177.0,70.4,0.0,0.0,327.5,6.0,245.0,95.4,348.0,25.9,11.0,393.0,25.0,0.0,199.0,322.0,100.0,1.0,465.0,30.8,TEN,13.0,376.0,19,16,16,3
Bryan Edwards,WR,224.6,2.1,0.0,0.0,0.9,0.1,16.1,0.0,0.0,0.0,88.0,25.3,0.0,0.0,199.1,3.0,97.0,36.3,192.0,39.6,9.0,339.0,11.0,1.0,193.0,219.0,0.0,0.0,0.0,32.1,LV,11.0,379.0,31,32,17,3
Bryce Love,RB,323.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,326.9,0.0,283.0,0.0,419.0,25.5,13.0,389.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,29.7,FA,14.0,368.0,33,33,33,0
Brycen Hopkins,TE,362.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,349.9,0.0,337.0,0.0,467.0,9.6,13.0,368.0,0.0,0.0,0.0,457.0,0.0,0.0,0.0,15.3,LAR,15.0,390.0,30,27,25,2
Buffalo Bills,DEF,190.3,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,118.0,0.0,0.0,191.7,7.4,145.0,118.0,190.0,19.7,9.0,242.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,20.1,BUF,10.0,250.0,27,29,10,0
Byron Pringle,WR,293.3,2.3,0.0,0.0,1.1,0.1,13.3,0.0,0.0,0.0,148.0,28.0,0.0,0.0,285.7,3.4,174.0,41.0,328.0,51.8,11.0,377.0,13.0,1.0,160.0,346.0,0.0,0.0,0.0,58.8,KC,14.0,390.0,26,23,25,4
C.J. Ham,RB,348.0,1.2,0.0,0.0,0.5,0.1,6.5,0.3,0.0,1.2,329.0,17.5,0.0,0.0,255.3,1.7,173.0,25.5,453.0,60.4,13.0,316.0,8.0,1.0,97.0,497.0,5.0,0.0,18.0,19.0,MIN,16.0,367.0,12,6,28,5
C.J. Uzomah,TE,292.9,7.3,0.0,0.0,4.0,0.5,43.5,0.0,0.0,0.0,136.0,14.7,0.0,0.0,283.1,11.3,180.0,22.7,336.0,44.3,11.0,378.0,8.0,1.0,87.0,344.0,0.0,0.0,0.0,48.9,CIN,14.0,373.0,24,15,27,2
Cairo Santos,K,309.1,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,139.0,0.0,0.0,303.2,8.7,222.0,139.0,330.0,27.6,11.0,346.0,0.0,0.0,0.0,338.0,0.0,0.0,0.0,21.7,CHI,14.0,353.0,22,28,13,0
Calvin Ridley,WR,15.8,12.8,0.0,0.0,6.0,0.6,91.6,0.3,0.0,0.1,10.0,191.5,0.0,0.0,13.4,18.8,5.0,281.5,13.0,2.6,2.0,24.0,90.0,9.0,1374.0,13.0,5.0,0.0,1.0,3.4,ATL,3.0,49.0,8,12,10,1
Cam Newton,QB,222.8,17.9,0.5,177.1,0.0,0.0,0.0,9.1,0.8,39.5,81.0,268.98,8.0,2657.0,242.7,18.1,95.0,270.98,234.0,61.0,9.0,381.0,0.0,0.0,0.0,209.0,137.0,12.0,592.0,57.7,NE,11.0,334.0,1,1,30,2
Cam Sims,WR,347.1,3.4,0.0,0.0,2.0,0.1,29.8,0.1,0.0,0.3,175.0,54.2,0.0,0.0,347.6,5.4,262.0,86.2,423.0,37.0,13.0,391.0,32.0,1.0,477.0,429.0,1.0,0.0,5.0,46.9,WAS,15.0,390.0,14,25,1,6
Cameron Brate,TE,345.9,2.5,0.0,0.0,1.8,0.1,17.6,0.0,0.0,0.0,299.0,40.2,0.0,0.0,347.2,4.3,288.0,68.2,393.0,23.4,12.0,389.0,28.0,2.0,282.0,397.0,0.0,0.0,0.0,15.3,TB,15.0,381.0,14,23,7,2
Carlos Hyde,RB,212.1,6.9,0.0,0.0,1.6,0.0,9.3,8.1,0.4,35.6,149.0,68.9,0.0,0.0,201.1,8.5,120.0,84.9,204.0,46.9,9.0,327.0,16.0,0.0,93.0,218.0,81.0,4.0,356.0,38.4,JAC,11.0,316.0,9,23,2,3
Carolina Panthers,DEF,310.1,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,99.0,0.0,0.0,297.7,6.2,207.0,99.0,314.0,29.6,11.0,341.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,22.7,CAR,13.0,347.0,6,3,27,0
Carson Wentz,QB,152.6,17.8,1.3,218.3,0.0,0.0,0.0,4.3,0.4,23.0,94.0,213.4,16.0,2620.0,186.3,17.8,106.0,213.4,176.0,45.6,8.0,347.0,0.0,0.0,0.0,144.0,52.0,5.0,276.0,45.9,IND,9.0,364.0,15,4,31,1
Cedrick Wilson,WR,361.5,2.2,0.0,0.0,1.1,0.1,11.8,0.2,0.0,-0.8,306.0,34.62,0.0,0.0,362.6,3.2,328.0,51.62,461.0,21.2,13.0,395.0,17.0,2.0,189.0,486.0,3.0,0.0,-12.0,33.3,DAL,16.0,394.0,27,21,27,4
CeeDee Lamb,WR,35.8,9.0,0.0,0.0,4.6,0.3,58.4,0.6,0.1,5.1,15.0,143.7,0.0,0.0,31.7,13.6,13.0,217.7,30.0,7.2,3.0,65.0,74.0,5.0,935.0,34.0,10.0,1.0,82.0,8.1,DAL,5.0,58.0,27,21,27,1
Chad Beebe,WR,369.5,2.1,0.0,0.0,1.4,0.1,14.4,0.0,0.0,0.0,357.0,30.1,0.0,0.0,325.4,3.6,271.0,50.1,464.0,31.9,13.0,358.0,20.0,2.0,201.0,493.0,0.0,0.0,0.0,13.4,MIN,16.0,389.0,18,6,28,3
Chase Claypool,WR,65.5,9.6,0.0,0.0,3.9,0.6,54.6,0.6,0.1,1.0,41.0,152.9,0.0,0.0,66.4,13.4,41.0,214.9,62.0,13.3,5.0,148.0,62.0,9.0,873.0,62.0,10.0,2.0,16.0,9.6,PIT,6.0,97.0,22,22,14,3
Chase Edmonds,RB,79.4,7.2,0.0,0.0,3.3,0.3,25.1,6.1,0.1,28.0,31.0,115.0,0.0,0.0,69.4,10.5,35.0,168.0,67.0,13.4,5.0,111.0,53.0,4.0,402.0,73.0,97.0,1.0,448.0,16.5,ARI,7.0,143.0,5,9,12,1
Chase McLaughlin,K,309.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,20.0,0.0,0.0,303.1,5.0,254.0,20.0,430.0,28.4,13.0,342.0,0.0,0.0,0.0,477.0,0.0,0.0,0.0,28.0,CLE,16.0,337.0,19,14,20,0
Chicago Bears,DEF,216.7,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,90.0,0.0,0.0,221.9,5.6,145.0,90.0,218.0,26.0,9.0,318.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,22.4,CHI,11.0,307.0,23,25,9,0
Chris Boswell,K,282.4,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,100.0,0.0,0.0,281.4,7.7,197.0,100.0,277.0,19.3,10.0,332.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,17.8,PIT,12.0,326.0,4,7,15,0
Chris Carson,RB,34.8,12.6,0.0,0.0,3.1,0.3,23.9,11.8,0.4,56.8,12.0,150.8,0.0,0.0,38.6,15.7,20.0,187.8,37.0,7.8,4.0,60.0,37.0,4.0,287.0,32.0,141.0,5.0,681.0,8.0,SEA,4.0,66.0,24,30,9,1
Chris Conley,WR,334.4,3.8,0.0,0.0,2.7,0.1,31.4,0.0,0.0,0.0,293.0,57.1,0.0,0.0,323.1,6.5,206.0,97.1,402.0,55.1,12.0,393.0,40.0,2.0,471.0,419.0,0.0,0.0,0.0,32.2,HOU,15.0,382.0,10,14,13,7
Chris Evans,RB,284.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,318.4,0.0,193.0,0.0,365.0,53.1,12.0,393.0,0.0,0.0,0.0,369.0,0.0,0.0,0.0,61.9,CIN,14.0,364.0,10,7,23,3
Chris Godwin,WR,36.6,10.5,0.0,0.0,5.4,0.6,70.0,0.0,0.0,0.0,25.0,126.0,0.0,0.0,37.1,15.9,24.0,191.0,34.0,6.7,4.0,73.0,65.0,7.0,840.0,35.0,0.0,0.0,0.0,5.7,TB,5.0,77.0,19,15,21,2
Chris Herndon IV,TE,260.5,2.7,0.0,0.0,1.9,0.2,17.9,0.0,0.0,0.0,168.0,42.7,0.0,0.0,267.7,4.6,191.0,73.7,271.0,34.4,10.0,381.0,31.0,3.0,287.0,265.0,0.0,0.0,0.0,27.1,NYJ,12.0,348.0,9,9,15,0
Chris Manhertz,TE,326.5,0.3,0.0,0.0,0.4,0.0,3.3,0.0,0.0,0.0,299.0,5.2,0.0,0.0,327.0,0.7,249.0,11.2,489.0,56.5,13.0,381.0,6.0,0.0,52.0,487.0,0.0,0.0,0.0,27.5,JAC,16.0,354.0,15,25,2,4
Chris Thompson,RB,327.0,2.8,0.0,0.0,2.5,0.1,18.3,0.9,0.0,2.5,199.0,22.6,0.0,0.0,336.2,5.3,270.0,42.6,391.0,25.6,12.0,386.0,20.0,1.0,146.0,360.0,7.0,0.0,20.0,28.2,FA,14.0,393.0,33,33,33,0
Christian Kirk,WR,178.4,7.0,0.0,0.0,3.4,0.4,44.4,0.1,0.0,0.2,97.0,98.4,0.0,0.0,193.4,10.5,111.0,146.4,188.0,27.8,9.0,265.0,48.0,6.0,621.0,167.0,2.0,0.0,3.0,29.5,ARI,10.0,262.0,11,13,15,2
Christian McCaffrey,RB,1.1,24.4,0.0,0.0,5.7,0.3,49.7,19.7,1.7,75.0,1.0,73.3,0.0,0.0,1.0,30.1,1.0,90.3,1.0,0.2,1.0,3.0,17.0,1.0,149.0,1.0,59.0,5.0,225.0,0.4,CAR,1.0,4.0,27,20,26,1
Chuba Hubbard,RB,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,220.1,0.0,132.0,0.0,219.0,45.6,9.0,347.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,51.7,CAR,11.0,381.0,27,20,26,2
Cincinnati Bengals,DEF,333.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,45.0,0.0,0.0,335.3,2.8,300.0,45.0,380.0,14.1,12.0,355.0,0.0,0.0,0.0,387.0,0.0,0.0,0.0,17.5,CIN,14.0,355.0,12,27,2,0
Cleveland Browns,DEF,231.4,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,97.0,0.0,0.0,224.9,6.1,152.0,97.0,223.0,32.6,9.0,303.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,32.2,CLE,11.0,314.0,26,22,18,0
