,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_TGT,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,REC,REC_TDS,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,TGT,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,PPR_BOOM,PPR_BUST,PPR_STARTER,DEPTH,STANDARD_ADP,PPR_ADP,20_YD_ATT,20_YD_%RUSH,10_YD_ATT,10_YD_%RUSH,5_YD_ATT,5_YD_%RUSH,20_YD_TGT,20_YD_%TGT,10_YD_TGT,10_YD_%TGT
BRANDON AIYUK,10.9,4.7,0.4,83.9,0.0,0.0,0.0,6.6,174.2,11.9,8.0,12.0,3.0,3.0,20.0,15.6,249.2,15.3,8,14,3.1,3,25,75.0,7.0,1342.0,0.0,0.0,0.0,SF,105.0,2,3,9,20,7,67,13,7,60,1,31.0,41,0,0.0,0,0.0,0,0.0,9,12.9,4,15.4
BRANDON JOHNSON,4.2,1.5,0.3,21.8,0.0,0.0,0.0,2.3,54.4,187.4,150.0,187.0,43.7,11.0,272.0,5.6,73.4,192.4,164,192,37.3,11,265,19.0,4.0,284.0,0.0,0.0,0.0,DEN,30.0,19,28,8,8,75,17,0,75,17,6,500.0,500,0,0.0,0,0.0,0,0.0,6,9.2,3,8.6
BRANDON POWELL,2.2,1.7,0.1,19.1,0.3,0.0,1.0,2.6,38.1,121.2,94.0,136.0,14.2,10.0,143.0,3.9,67.1,118.2,91,135,14.4,10,137,29.0,1.0,324.0,5.0,0.0,17.0,MIN,44.0,10,24,3,0,69,0,0,63,0,3,500.0,500,0,0.0,0,0.0,0,0.0,6,7.6,4,8.5
BRAXTON BERRIOS,1.9,1.7,0.1,14.9,0.1,0.0,0.7,2.1,30.9,144.8,110.0,144.0,17.2,10.0,173.0,3.6,57.9,139.5,102,144,16.8,10,164,27.0,1.0,238.0,1.0,0.0,11.0,MIA,33.0,29,12,32,0,87,7,0,93,7,4,500.0,500,0,0.0,0,0.0,0,0.0,1,1.5,0,0.0
BRENDEN RICE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.5,86.0,105.0,14.7,9.0,148.0,0.0,0.0,105.6,84,105,14.2,8,144,0.0,0.0,0.0,0.0,0.0,0.0,LAC,0.0,30,25,25,0,0,0,0,0,0,7,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BRIAN THOMAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.7,34.0,48.0,6.5,6.0,64.0,0.0,0.0,49.0,33,49,7.2,6,68,0.0,0.0,0.0,0.0,0.0,0.0,JAC,0.0,32,31,21,0,0,0,0,0,0,3,112.0,134,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BRITAIN COVEY,0.3,0.3,0.0,2.6,0.0,0.0,0.0,0.4,4.2,210.0,158.0,216.0,37.2,12.0,259.0,0.5,8.2,207.5,154,214,35.6,12,252,4.0,0.0,42.0,0.0,0.0,0.0,PHI,6.0,6,11,7,0,100,0,0,100,0,6,500.0,500,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0
BYRON PRINGLE,0.9,0.9,0.0,10.1,0.0,0.0,0.0,1.4,14.1,215.3,182.0,218.0,31.8,12.0,267.0,1.8,28.1,213.3,188,216,29.4,12,261,14.0,0.0,161.0,0.0,0.0,0.0,WAS,22.0,13,4,28,0,93,0,0,93,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CALVIN AUSTIN,2.1,1.0,0.1,10.6,0.6,0.1,3.4,1.8,35.7,116.5,94.0,124.0,9.4,9.0,134.0,3.1,52.7,116.2,94,123,9.7,9,134,17.0,1.0,180.0,11.0,1.0,57.0,PIT,30.0,23,26,20,0,88,6,0,88,6,4,500.0,500,1,1.4,1,2.6,0,0.0,0,0.0,0,0.0
CALVIN RIDLEY,9.1,4.5,0.5,59.8,0.5,0.0,1.4,8.0,153.9,33.3,18.0,32.0,5.3,5.0,43.0,13.5,229.9,35.2,19,35,5.1,5,47,76.0,8.0,1016.0,9.0,0.0,23.0,TEN,136.0,28,29,19,13,50,38,13,31,31,2,79.0,64,1,1.5,0,0.0,0,0.0,26,41.3,13,43.3
CASEY WASHINGTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,130.0,165.0,12.4,11.0,161.0,0.0,0.0,142.0,128,166,11.9,11,158,0.0,0.0,0.0,0.0,0.0,0.0,ATL,0.0,20,8,29,0,0,0,0,0,0,6,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CEDRIC TILLMAN,1.7,1.5,0.0,16.0,0.1,0.0,0.6,3.1,23.2,100.5,86.0,100.0,7.0,8.0,119.0,3.2,44.2,99.4,85,99,7.5,8,119,21.0,0.0,224.0,1.0,0.0,8.0,CLE,44.0,26,18,30,0,82,0,0,82,0,6,500.0,500,0,0.0,0,0.0,0,0.0,7,10.9,2,6.9
CEDRICK WILSON,3.2,1.5,0.2,19.7,0.0,0.0,0.0,2.5,47.6,126.5,104.0,135.0,13.0,10.0,153.0,4.6,69.6,128.7,106,136,11.6,10,150,22.0,3.0,296.0,0.0,0.0,0.0,NO,38.0,15,21,10,0,54,0,0,77,0,4,500.0,500,0,0.0,0,0.0,0,0.0,5,7.5,4,9.1
CEEDEE LAMB,15.8,7.9,0.7,102.9,0.8,0.1,6.6,10.6,268.2,1.4,1.0,1.0,0.7,1.0,4.0,23.7,403.2,1.2,1,1,0.6,1,4,135.0,12.0,1749.0,14.0,2.0,113.0,DAL,181.0,1,1,2,31,0,81,44,0,81,1,2.0,2,3,2.9,2,4.0,1,4.2,31,29.8,17,33.3
CHARLIE JONES,1.2,0.6,0.0,5.8,0.2,0.0,1.2,0.8,13.7,135.9,108.0,143.0,18.1,10.0,163.0,1.9,20.7,135.5,107,145,18.6,10,165,7.0,0.0,64.0,2.0,0.0,13.0,CIN,9.0,27,27,23,0,90,0,0,100,0,6,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CHASE CLAYPOOL,1.2,0.7,0.1,7.0,0.0,0.0,0.0,1.9,13.7,133.0,113.0,138.0,13.0,10.0,158.0,2.0,21.7,134.6,117,141,12.7,10,158,8.0,1.0,77.0,0.0,0.0,0.0,BUF,21.0,14,15,15,0,90,10,0,90,0,5,500.0,500,0,0.0,0,0.0,0,0.0,1,1.8,0,0.0
CHATARIUS ATWELL,4.6,2.4,0.2,30.2,0.3,0.0,1.9,4.2,73.4,106.9,93.0,112.0,10.0,9.0,152.0,7.0,112.4,107.4,96,112,10.4,9,154,39.0,3.0,483.0,5.0,0.0,31.0,LAR,67.0,11,22,6,0,53,13,0,53,20,4,500.0,500,1,1.2,0,0.0,0,0.0,5,6.8,4,9.8
CHRIS GODWIN,7.4,4.9,0.1,60.2,0.2,0.1,2.2,7.6,126.2,36.1,24.0,36.0,4.8,5.0,50.0,12.3,209.2,32.1,17,33,4.8,5,45,83.0,2.0,1024.0,4.0,1.0,38.0,TB,130.0,21,16,24,0,13,25,6,6,25,2,72.0,75,1,1.6,0,0.0,0,0.0,16,27.1,11,37.9
CHRIS MOORE,2.7,1.3,0.0,24.9,0.1,0.0,2.3,2.1,46.3,138.9,115.0,145.0,15.9,10.0,162.0,4.0,68.3,137.8,114,146,16.2,10,163,22.0,0.0,424.0,2.0,0.0,39.0,ARI,35.0,7,14,5,0,69,0,0,94,0,5,500.0,500,0,0.0,0,0.0,0,0.0,1,2.1,0,0.0
CHRIS OLAVE,9.0,5.4,0.3,70.2,0.0,0.0,0.0,8.6,144.3,14.4,8.0,13.0,2.7,3.0,24.0,14.5,231.3,12.0,9,11,2.2,3,19,87.0,5.0,1123.0,0.0,0.0,0.0,NO,138.0,15,21,10,0,13,53,0,13,60,1,25.0,21,0,0.0,0,0.0,0,0.0,11,16.9,6,18.2
CHRISTIAN KIRK,7.8,4.8,0.3,65.6,0.1,0.0,0.5,7.1,93.3,31.1,22.0,30.0,3.8,5.0,46.0,12.5,150.3,28.1,18,27,4.3,4,43,57.0,3.0,787.0,1.0,0.0,6.0,JAC,85.0,32,31,21,0,17,33,0,17,33,1,69.5,87,0,0.0,0,0.0,0,0.0,5,7.9,2,6.7
CHRISTIAN WATSON,8.1,3.1,0.6,46.9,0.4,0.0,1.2,5.9,73.3,38.3,21.0,39.0,5.5,5.0,50.0,11.3,101.3,45.0,30,44,5.7,6,58,28.0,5.0,422.0,4.0,0.0,11.0,GB,53.0,5,5,17,11,44,22,11,44,22,2,97.0,99,0,0.0,0,0.0,0,0.0,13,14.4,7,18.9
CODY THOMPSON,0.2,0.2,0.0,1.7,0.0,0.0,0.0,0.2,1.0,232.0,220.0,238.0,12.0,13.0,244.0,0.3,2.0,242.0,221,237,21.0,13,263,1.0,0.0,10.0,0.0,0.0,0.0,TB,1.0,21,16,24,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
COLLIN JOHNSON,0.4,0.3,0.0,3.7,0.0,0.0,0.0,0.3,1.1,218.0,214.0,231.0,4.0,13.0,222.0,0.7,2.1,209.5,200,229,9.5,12,219,1.0,0.0,11.0,0.0,0.0,0.0,CHI,1.0,9,2,27,0,100,0,0,100,0,6,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
COLTON DOWELL,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.2,0.3,218.5,206.0,232.0,12.5,13.0,231.0,0.1,1.3,218.0,212,231,6.0,13,224,1.0,0.0,3.0,0.0,0.0,0.0,TEN,2.0,28,29,19,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
COOPER KUPP,8.8,4.9,0.4,61.4,0.1,0.0,-0.3,7.9,105.4,22.4,12.0,22.0,4.4,4.0,36.0,13.7,164.4,19.8,9,19,5.0,3,34,59.0,5.0,737.0,1.0,0.0,-3.0,LAR,95.0,11,22,6,17,25,42,25,42,42,2,40.0,48,1,1.2,0,0.0,0,0.0,18,24.7,8,19.5
CORNELIUS JOHNSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.7,128.0,169.0,17.9,11.0,177.0,0.0,0.0,158.7,128,170,17.3,11,176,0.0,0.0,0.0,0.0,0.0,0.0,LAC,0.0,30,25,25,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
COURTLAND SUTTON,8.2,3.7,0.6,48.3,0.0,0.0,0.0,5.6,131.2,44.0,35.0,43.0,4.4,6.0,61.0,11.9,190.2,44.0,37,43,3.9,6,61,59.0,10.0,772.0,0.0,0.0,0.0,DEN,90.0,19,28,8,0,13,40,0,13,47,1,116.5,116,0,0.0,0,0.0,0,0.0,17,26.2,7,20.0
CURTIS SAMUEL,6.0,3.9,0.3,38.3,0.4,0.1,2.4,5.7,95.2,53.4,35.0,53.0,7.4,6.0,70.0,9.8,157.2,51.6,35,50,7.5,6,71,62.0,4.0,613.0,7.0,1.0,39.0,BUF,91.0,14,15,15,0,47,33,0,47,27,1,118.0,142,4,7.1,1,3.8,1,6.7,15,23.4,7,20.0
DANTE PETTIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.5,127.0,206.0,25.5,12.0,178.0,0.0,0.0,149.5,120,208,29.5,12,179,0.0,0.0,0.0,0.0,0.0,0.0,CHI,0.0,9,2,27,0,0,0,0,0,0,7,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DARIUS SLAYTON,5.9,2.9,0.2,45.3,0.0,0.0,0.0,4.6,101.0,81.6,61.0,82.0,7.4,8.0,101.0,8.9,151.0,83.0,63,83,7.1,8,102,50.0,4.0,770.0,0.0,0.0,0.0,NYG,79.0,4,23,1,0,56,19,0,56,19,3,500.0,500,0,0.0,0,0.0,0,0.0,4,12.1,0,0.0
DARNELL MOONEY,3.2,2.1,0.1,27.6,0.1,0.0,0.3,4.1,47.9,69.4,49.0,69.0,8.2,7.0,91.0,5.3,78.9,72.5,53,71,8.1,7,93,31.0,1.0,414.0,2.0,0.0,5.0,ATL,61.0,20,8,29,0,57,7,0,71,7,2,177.0,151,1,1.3,0,0.0,0,0.0,7,12.5,5,19.2
DAVANTE ADAMS,9.6,6.1,0.5,67.3,0.0,0.0,0.0,10.3,162.4,15.8,8.0,16.0,3.4,3.0,27.0,15.6,265.4,11.0,7,10,2.7,2,21,103.0,8.0,1144.0,0.0,0.0,0.0,LV,175.0,18,17,22,13,25,31,13,19,44,1,16.5,20,0,0.0,0,0.0,0,0.0,29,40.8,15,42.9
DAVID BELL,2.3,0.9,0.2,11.1,0.0,0.0,0.0,1.5,34.7,150.5,131.0,150.0,15.7,10.0,187.0,3.2,48.7,147.2,131,151,14.4,10,179,14.0,3.0,167.0,0.0,0.0,0.0,CLE,23.0,26,18,30,0,92,8,0,92,0,4,500.0,500,0,0.0,0,0.0,0,0.0,2,3.1,1,3.4
DAVID MOORE,2.2,0.7,0.1,13.4,0.0,0.0,0.0,1.0,15.4,192.8,183.0,207.0,11.2,12.0,211.0,2.9,20.4,190.8,184,206,7.5,12,202,5.0,1.0,94.0,0.0,0.0,0.0,CAR,7.0,17,13,18,0,83,17,0,83,17,7,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DEANDRE CARTER,0.3,0.2,0.0,2.3,0.2,0.0,1.1,0.4,5.7,207.8,194.0,219.0,11.6,12.0,226.0,0.6,9.7,208.0,198,219,6.4,12,216,4.0,0.0,39.0,3.0,0.0,18.0,CHI,7.0,9,2,27,0,100,0,0,100,0,0,500.0,500,1,1.6,0,0.0,0,0.0,1,1.4,1,2.9
DEANDRE HOPKINS,8.7,4.4,0.4,62.2,0.1,0.0,0.5,8.1,148.6,38.6,30.0,40.0,4.7,5.0,51.0,13.2,223.6,39.3,28,38,4.4,5,53,75.0,7.0,1057.0,2.0,0.0,9.0,TEN,137.0,28,29,19,13,31,31,13,25,31,1,90.0,94,2,3.8,1,3.1,0,0.0,17,36.2,10,43.5
DEEBO SAMUEL,12.2,4.0,0.5,59.5,2.5,0.3,15.0,5.9,183.7,11.3,7.0,9.0,3.1,2.0,22.0,16.2,243.7,21.2,14,22,4.0,4,31,60.0,7.0,892.0,37.0,5.0,225.0,SF,89.0,2,3,9,29,14,57,21,14,57,2,28.5,44,9,8.9,2,3.6,2,6.3,17,24.3,3,11.5
DELEON ESKRIDGE,0.1,0.0,0.0,0.0,0.5,0.0,1.3,0.3,0.5,223.0,218.0,234.0,5.0,13.0,228.0,0.1,0.5,224.0,219,233,5.0,13,229,0.0,0.0,0.0,2.0,0.0,5.0,SEA,1.0,3,7,4,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DEMARCUS ROBINSON,4.7,2.0,0.3,28.5,0.1,0.0,1.8,3.0,61.4,79.9,57.0,77.0,11.3,7.0,107.0,6.7,87.4,80.8,59,78,10.6,7,108,26.0,4.0,371.0,1.0,0.0,23.0,LAR,39.0,11,22,6,0,38,50,0,38,38,3,500.0,500,0,0.0,0,0.0,0,0.0,9,12.3,7,17.1
DEMARIO DOUGLAS,4.2,3.5,0.0,40.1,0.6,0.0,2.9,5.6,58.2,69.7,54.0,67.0,7.3,7.0,92.0,7.7,107.2,65.9,48,64,6.8,7,89,49.0,0.0,561.0,8.0,0.0,41.0,NE,79.0,25,9,31,0,46,0,0,38,0,1,186.5,173,0,0.0,0,0.0,0,0.0,4,11.1,2,15.4
DENZEL MIMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.3,85.0,188.0,43.1,11.0,186.0,0.0,0.0,143.7,84,187,43.2,11,185,0.0,0.0,0.0,0.0,0.0,0.0,JAC,0.0,32,31,21,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DEONTE HARTY,1.6,0.9,0.1,9.4,0.3,0.0,0.0,1.3,25.0,162.4,140.0,177.0,18.4,11.0,192.0,2.5,40.0,163.6,141,178,17.3,11,188,15.0,1.0,150.0,4.0,0.0,0.0,BAL,21.0,12,10,13,0,87,0,0,87,0,6,500.0,500,1,0.9,1,1.6,0,0.0,2,3.2,1,3.7
DERIUS DAVIS,1.2,0.9,0.0,3.9,0.8,0.0,5.9,1.0,20.7,154.0,124.0,160.0,14.0,11.0,167.0,2.1,35.7,156.9,126,162,14.2,11,172,15.0,0.0,66.0,14.0,0.0,101.0,LAC,17.0,30,25,25,0,88,0,0,94,0,5,500.0,500,1,1.4,0,0.0,0,0.0,1,1.4,1,2.3
DEVAUGHN VELE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.3,143.0,205.0,25.3,12.0,201.0,0.0,0.0,175.0,139,204,25.5,12,194,0.0,0.0,0.0,0.0,0.0,0.0,DEN,0.0,19,28,8,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DEVEN THOMPKINS,1.1,1.0,0.1,4.9,0.5,0.0,3.3,1.5,17.9,186.8,168.0,201.0,15.1,12.0,203.0,2.1,34.9,191.5,177,209,12.8,12,207,17.0,1.0,83.0,8.0,0.0,56.0,CAR,25.0,17,13,18,0,94,6,0,94,6,0,500.0,500,3,4.8,0,0.0,0,0.0,4,6.8,1,3.4
DEVIN DUVERNAY,0.3,0.3,0.0,1.4,0.3,0.0,1.2,0.7,3.3,163.0,131.0,164.0,27.9,11.0,211.0,0.6,7.3,163.3,129,165,28.1,11,212,4.0,0.0,18.0,4.0,0.0,15.0,JAC,9.0,32,31,21,0,100,0,0,100,0,4,500.0,500,1,0.9,0,0.0,0,0.0,1,1.6,0,0.0
DEVONTA SMITH,9.2,5.1,0.4,66.6,0.0,0.0,0.0,7.0,146.6,22.3,16.0,21.0,3.0,4.0,29.0,14.2,227.6,20.8,13,21,3.6,4,29,81.0,7.0,1066.0,0.0,0.0,0.0,PHI,112.0,6,11,7,6,19,50,6,19,50,2,45.5,45,0,0.0,0,0.0,0,0.0,6,12.2,4,23.5
DEVONTEZ WALKER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9,79.0,95.0,9.3,8.0,137.0,0.0,0.0,97.3,85,96,9.0,8,140,0.0,0.0,0.0,0.0,0.0,0.0,BAL,0.0,12,10,13,0,100,0,0,100,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DIONTAE JOHNSON,7.8,3.9,0.4,55.2,0.0,0.0,0.0,6.7,101.7,35.3,23.0,35.0,5.0,5.0,49.0,11.7,152.7,34.0,22,34,5.2,5,48,51.0,5.0,717.0,0.0,0.0,0.0,CAR,87.0,17,13,18,0,25,25,0,25,33,1,88.0,90,0,0.0,0,0.0,0,0.0,10,23.8,4,22.2
DJ CHARK,5.4,2.3,0.3,35.0,0.0,0.0,0.0,4.4,80.5,87.9,67.0,86.0,9.8,8.0,121.0,7.7,115.5,92.4,73,91,9.8,8,127,35.0,5.0,525.0,0.0,0.0,0.0,LAC,66.0,30,25,25,7,64,21,7,64,14,4,500.0,500,0,0.0,0,0.0,0,0.0,6,16.7,3,13.6
DJ MONTGOMERY,1.7,0.4,0.1,8.0,0.0,0.0,0.0,1.1,11.6,217.3,197.0,223.0,24.6,12.0,252.0,2.1,14.6,214.7,196,223,21.0,12,244,3.0,1.0,56.0,0.0,0.0,0.0,IND,8.0,22,19,26,0,83,17,0,83,0,6,500.0,500,0,0.0,0,0.0,0,0.0,2,3.4,1,4.0
