,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_TGT,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,REC,REC_TDS,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,TGT,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,PPR_BOOM,PPR_BUST,PPR_STARTER,DEPTH,STANDARD_ADP,PPR_ADP,20_YD_ATT,20_YD_%RUSH,10_YD_ATT,10_YD_%RUSH,5_YD_ATT,5_YD_%RUSH,20_YD_TGT,20_YD_%TGT,10_YD_TGT,10_YD_%TGT
DANDRE SWIFT,10.0,2.4,0.1,13.4,14.3,0.3,65.6,3.1,160.3,25.4,16.0,25.0,3.6,4.0,37.0,12.5,199.3,24.1,17,23,3.8,4,31,39.0,1.0,214.0,229.0,5.0,1049.0,CHI,49.0,18,21,12,6,19,56,6,19,50,1,61.0,62,35,33.7,27,40.3,10,33.3,4,8.2,1,5.9
DARE OGUNBOWALE,0.8,0.2,0.0,1.8,0.8,0.0,3.5,0.7,8.3,137.0,132.0,143.0,5.9,10.0,148.0,1.0,10.3,134.2,126,142,5.9,10,144,2.0,0.0,18.0,8.0,0.0,35.0,HOU,7.0,2,3,21,0,100,0,0,100,0,4,500.0,500,2,2.6,0,0.0,0,0.0,0,0.0,0,0.0
DARRELL HENDERSON,8.4,2.5,0.0,25.8,11.5,0.5,28.0,3.5,33.5,132.8,97.0,146.0,28.0,10.0,169.0,10.9,43.5,134.8,96,147,25.8,10,167,10.0,0.0,103.0,46.0,2.0,112.0,FA,14.0,33,33,33,0,25,75,0,25,75,0,500.0,500,5,6.1,5,9.8,3,13.6,3,4.1,3,7.3
DARRYNTON EVANS,3.8,1.2,0.0,8.2,5.3,0.2,20.2,2.0,23.0,134.0,97.0,141.0,22.9,10.0,156.0,5.0,30.0,137.0,99,143,21.1,10,154,7.0,0.0,49.0,32.0,1.0,121.0,BUF,12.0,12,7,24,0,67,17,0,67,17,4,500.0,500,4,5.3,2,5.1,0,0.0,2,3.6,0,0.0
DAVID MONTGOMERY,13.7,1.1,0.0,8.4,15.6,0.9,72.5,1.7,191.2,17.4,10.0,17.0,2.6,3.0,26.0,14.8,207.2,22.3,16,21,3.1,4,32,16.0,0.0,117.0,219.0,13.0,1015.0,DET,24.0,14,11,18,15,8,92,8,8,85,2,68.5,66,50,47.2,31,50.8,17,58.6,0,0.0,0,0.0
DEEJAY DALLAS,0.1,0.4,0.0,1.5,0.6,0.0,2.1,0.5,2.2,119.3,92.0,125.0,14.1,10.0,141.0,0.5,8.2,109.3,88,123,11.5,10,124,6.0,0.0,26.0,10.0,0.0,36.0,ARI,9.0,25,26,13,0,100,0,0,100,0,5,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DENERIC PRINCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.4,58.0,101.0,16.7,9.0,138.0,0.0,0.0,83.7,61,102,18.0,9,146,0.0,0.0,0.0,0.0,0.0,0.0,KC,0.0,3,6,11,0,0,0,0,0,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DEON JACKSON,-0.5,2.5,0.0,7.0,7.0,0.0,8.0,3.0,-1.0,133.7,88.0,153.0,35.0,10.0,173.0,2.0,4.0,128.0,86,148,35.6,10,173,5.0,0.0,14.0,14.0,0.0,16.0,FA,6.0,33,33,33,0,100,0,0,100,0,0,500.0,500,4,4.4,2,4.3,1,3.8,0,0.0,0,0.0
DERNEST JOHNSON,1.5,0.6,0.0,8.2,2.4,0.0,6.4,0.7,24.8,83.9,68.0,83.0,4.7,8.0,98.0,2.0,34.8,83.3,68,81,5.0,8,97,10.0,0.0,140.0,41.0,0.0,108.0,JAC,12.0,30,27,26,0,88,0,0,88,0,2,500.0,500,5,7.4,3,9.1,0,0.0,0,0.0,0,0.0
DERRICK HENRY,12.9,1.6,0.0,12.6,16.5,0.7,68.6,2.1,218.7,6.7,4.0,6.0,1.8,2.0,13.0,14.5,246.7,11.5,5,12,3.0,3,17,28.0,0.0,214.0,280.0,12.0,1167.0,BAL,36.0,20,14,25,25,19,63,13,31,63,1,22.5,16,36,67.9,24,75.0,12,70.6,2,4.3,1,4.3
DEUCE VAUGHN,1.1,1.0,0.0,5.7,3.3,0.0,5.7,1.0,8.0,80.4,71.0,80.0,6.5,8.0,106.0,2.1,15.0,77.3,67,80,6.3,8,102,7.0,0.0,40.0,23.0,0.0,40.0,DAL,7.0,5,4,23,0,100,0,0,86,0,5,500.0,500,4,3.9,1,2.0,1,4.2,0,0.0,0,0.0
DEVIN SINGLETARY,8.1,1.8,0.0,11.4,12.7,0.2,52.8,2.2,137.3,30.7,22.0,29.0,3.3,5.0,40.0,9.8,167.3,31.3,22,31,3.7,5,41,30.0,0.0,193.0,216.0,4.0,898.0,NYG,38.0,13,1,32,6,31,31,6,31,38,1,89.0,112,32,41.6,17,39.5,7,30.4,4,5.9,2,5.6
DEVON ACHANE,14.9,2.5,0.3,17.9,9.4,0.7,72.7,3.4,163.7,12.0,5.0,11.0,2.7,3.0,20.0,17.3,190.7,10.9,4,10,3.1,3,18,27.0,3.0,197.0,103.0,8.0,800.0,MIA,37.0,6,5,19,50,30,50,40,30,60,1,19.5,30,19,20.9,11,19.0,4,14.8,6,9.0,5,11.4
DEWAYNE MCBRIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.4,127.0,156.0,16.2,11.0,176.0,0.0,0.0,152.4,127,159,16.3,11,177,0.0,0.0,0.0,0.0,0.0,0.0,MIN,0.0,26,16,30,0,0,0,0,0,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DILLON JOHNSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.6,82.0,129.0,18.9,10.0,136.0,0.0,0.0,118.0,83,131,21.6,10,144,0.0,0.0,0.0,0.0,0.0,0.0,CAR,0.0,32,31,27,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
DONTA FOREMAN,8.9,1.2,0.1,8.6,12.1,0.4,47.2,1.8,80.2,62.4,44.0,58.0,8.8,7.0,98.0,10.1,91.2,66.0,47,60,8.3,7,98,11.0,1.0,77.0,109.0,4.0,425.0,CLE,16.0,4,8,8,11,33,33,11,33,22,3,500.0,500,17,22.4,10,25.6,6,30.0,2,3.6,1,3.8
DYLAN LAUBE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,62.0,77.0,12.0,8.0,106.0,0.0,0.0,76.8,57,78,12.2,8,99,0.0,0.0,0.0,0.0,0.0,0.0,LV,0.0,9,19,3,0,0,0,0,0,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ELIJAH DOTSON,0.5,0.5,0.0,3.3,1.0,0.0,1.5,0.5,1.9,156.0,147.0,168.0,6.7,11.0,163.0,1.0,3.9,155.7,140,168,11.2,11,165,2.0,0.0,13.0,4.0,0.0,6.0,LAC,2.0,21,22,10,0,100,0,0,100,0,0,500.0,500,1,1.4,0,0.0,0,0.0,0,0.0,0,0.0
ELIJAH MITCHELL,3.8,0.5,0.0,1.3,6.8,0.2,25.5,0.7,41.5,55.0,47.0,53.0,4.6,6.0,74.0,4.3,47.5,58.2,49,55,6.1,6,80,6.0,0.0,14.0,75.0,2.0,281.0,SF,8.0,10,12,5,0,80,10,0,80,10,2,175.5,500,16,15.8,12,21.4,8,25.0,1,1.4,1,3.8
EMANI BAILEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.8,99.0,135.0,16.2,10.0,141.0,0.0,0.0,130.0,102,138,17.0,10,147,0.0,0.0,0.0,0.0,0.0,0.0,KC,0.0,3,6,11,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
EMANUEL WILSON,1.5,0.6,0.0,3.3,2.0,0.0,12.1,0.7,10.8,119.0,97.0,132.0,13.0,10.0,130.0,2.1,14.8,128.4,109,136,12.5,10,146,4.0,0.0,23.0,14.0,0.0,85.0,GB,5.0,29,29,15,0,86,0,0,100,0,4,500.0,500,1,1.1,0,0.0,0,0.0,0,0.0,0,0.0
EMARI DEMERCADO,3.7,1.5,0.0,8.5,4.1,0.1,20.3,2.1,52.3,91.1,77.0,90.0,6.2,8.0,102.0,5.2,73.3,84.4,68,90,5.6,8,98,21.0,0.0,119.0,58.0,2.0,284.0,ARI,30.0,25,26,13,0,58,17,0,58,33,3,500.0,500,2,3.4,1,3.0,1,5.6,1,1.7,1,3.8
ERIC GRAY,0.5,0.4,0.0,1.6,1.2,0.0,3.4,0.5,7.0,85.9,65.0,87.0,8.6,8.0,99.0,0.9,13.0,87.7,64,89,9.1,8,101,6.0,0.0,22.0,17.0,0.0,48.0,NYG,7.0,13,1,32,0,100,0,0,100,0,3,500.0,500,2,3.1,0,0.0,0,0.0,0,0.0,0,0.0
EVAN HULL,0.7,1.0,0.0,6.0,1.0,0.0,1.0,1.0,0.7,80.3,61.0,76.0,6.6,7.0,98.0,1.7,1.7,79.2,56,75,6.8,7,93,1.0,0.0,6.0,1.0,0.0,1.0,IND,1.0,31,32,22,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
EZEKIEL ELLIOTT,7.3,3.0,0.1,18.4,10.8,0.2,37.8,3.8,123.5,35.2,23.0,36.0,4.8,5.0,51.0,10.3,174.5,35.6,24,36,4.6,5,48,51.0,2.0,313.0,184.0,3.0,642.0,DAL,65.0,5,4,23,6,38,50,6,19,38,1,108.5,102,21,50.0,11,57.9,4,57.1,4,11.1,0,0.0
FRANK GORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.6,95.0,114.0,8.4,9.0,123.0,0.0,0.0,103.5,86,114,9.4,9,120,0.0,0.0,0.0,0.0,0.0,0.0,BUF,0.0,12,7,24,0,0,0,0,0,0,5,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GARY BRIGHTWELL,1.6,1.3,0.0,11.8,2.3,0.0,4.8,1.8,6.6,124.7,98.0,148.0,20.0,10.0,146.0,2.9,11.6,138.0,135,164,3.0,11,141,5.0,0.0,47.0,9.0,0.0,19.0,JAC,7.0,30,27,26,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GUS EDWARDS,10.3,0.7,0.0,10.6,11.6,0.8,47.6,0.8,175.0,32.2,22.0,33.0,5.1,5.0,44.0,11.0,187.0,38.0,32,38,3.1,5,48,12.0,0.0,180.0,198.0,13.0,810.0,LAC,13.0,21,22,10,19,13,56,6,31,50,1,114.5,127,39,36.4,30,48.4,19,63.3,0,0.0,0,0.0
HASSAN HASKINS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.4,99.0,133.0,17.3,10.0,143.0,0.0,0.0,117.6,79,130,25.7,10,149,0.0,0.0,0.0,0.0,0.0,0.0,TEN,0.0,11,13,6,0,0,0,0,0,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
HUNTER LUEPKE,0.6,0.2,0.0,1.1,0.4,0.1,1.1,0.2,9.7,140.8,127.0,151.0,9.3,10.0,153.0,0.7,12.7,142.3,133,154,9.5,10,157,3.0,0.0,18.0,6.0,1.0,19.0,DAL,4.0,5,4,23,0,93,0,0,93,0,0,500.0,500,2,1.9,2,4.0,2,8.3,0,0.0,0,0.0
ISAAC GUERENDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.9,63.0,79.0,7.8,8.0,104.0,0.0,0.0,84.0,65,83,8.2,8,111,0.0,0.0,0.0,0.0,0.0,0.0,SF,0.0,10,12,5,0,0,0,0,0,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ISAIAH DAVIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.2,78.0,107.0,9.5,9.0,109.0,0.0,0.0,97.4,81,107,9.4,9,114,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,0.0,22,24,16,0,0,0,0,0,0,5,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ISAIAH SPILLER,1.4,0.7,0.0,3.8,4.1,0.0,10.7,0.7,13.0,91.9,82.0,93.0,5.3,8.0,112.0,2.1,19.0,94.4,83,93,5.7,8,112,6.0,0.0,34.0,37.0,0.0,96.0,LAC,6.0,21,22,10,0,89,0,0,100,0,4,500.0,500,7,9.9,2,4.4,0,0.0,1,1.4,0,0.0
ISIAH PACHECO,12.1,3.1,0.1,17.4,14.6,0.5,66.8,3.5,169.9,10.1,5.0,10.0,1.8,2.0,17.0,15.3,213.9,10.3,5,9,2.3,2,16,44.0,2.0,244.0,205.0,7.0,935.0,KC,49.0,3,6,11,21,7,64,21,0,57,1,27.5,17,42,58.3,20,52.6,9,50.0,8,9.1,5,10.4
ISRAEL ABANIKANDA,1.3,1.0,0.0,6.1,3.1,0.0,10.0,1.6,9.3,83.3,70.0,86.0,7.2,8.0,109.0,2.3,16.3,85.5,66,88,8.3,8,113,7.0,0.0,43.0,22.0,0.0,70.0,NYJ,11.0,22,24,16,0,83,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
