,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_TGT,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,REC,REC_TDS,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,TGT,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,PPR_BOOM,PPR_BUST,PPR_STARTER,DEPTH,STANDARD_ADP,PPR_ADP,20_YD_ATT,20_YD_%RUSH,10_YD_ATT,10_YD_%RUSH,5_YD_ATT,5_YD_%RUSH,20_YD_TGT,20_YD_%TGT,10_YD_TGT,10_YD_%TGT
RHAMONDRE STEVENSON,9.0,3.2,0.0,19.8,13.0,0.3,51.6,4.3,107.7,21.0,14.0,20.0,3.3,4.0,28.0,12.1,145.7,19.1,12,19,2.6,4,28,38.0,0.0,238.0,156.0,4.0,619.0,NE,51.0,8,10,7,8,25,58,17,25,58,1,59.0,57,18,42.9,8,42.1,3,42.9,4,11.1,0,0.0
RICO DOWDLE,4.7,1.1,0.1,9.0,5.6,0.1,22.6,1.4,74.5,46.4,37.0,44.0,6.8,6.0,69.0,5.7,91.5,48.2,38,46,6.7,6,72,17.0,2.0,144.0,89.0,2.0,361.0,DAL,22.0,5,4,23,0,67,27,0,73,20,2,135.5,184,15,14.6,6,12.0,4,16.7,4,3.8,0,0.0
RONNIE RIVERS,1.7,0.6,0.0,2.4,3.6,0.0,14.3,0.6,15.1,91.3,82.0,91.0,4.4,8.0,101.0,2.2,20.1,94.2,82,91,4.9,8,108,5.0,0.0,22.0,32.0,0.0,129.0,LAR,5.0,1,2,14,0,88,0,0,88,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ROSCHON JOHNSON,4.5,2.3,0.0,13.9,5.4,0.1,23.5,2.7,68.1,56.5,44.0,55.0,7.1,6.0,79.0,6.8,102.1,53.2,40,53,6.1,6,77,34.0,0.0,209.0,81.0,2.0,352.0,CHI,40.0,18,21,12,0,50,14,0,36,21,3,182.5,500,11,14.5,7,17.9,5,25.0,4,7.1,1,3.8
ROYCE FREEMAN,4.1,0.1,0.0,1.2,7.0,0.2,29.0,0.2,45.2,87.8,62.0,98.0,11.4,8.0,112.0,4.2,46.2,90.8,58,100,13.4,9,115,1.0,0.0,13.0,77.0,2.0,319.0,DAL,2.0,5,4,23,0,60,20,0,60,10,3,500.0,500,14,17.1,9,17.6,4,18.2,0,0.0,0,0.0
SALVON AHMED,3.0,1.8,0.1,9.8,2.4,0.1,6.8,2.6,26.9,101.5,95.0,99.0,5.4,8.0,124.0,4.8,42.9,93.4,84,96,5.4,8,115,16.0,1.0,88.0,22.0,1.0,61.0,MIA,23.0,6,5,19,0,75,25,0,63,25,6,500.0,500,5,5.5,3,5.2,1,3.7,5,7.5,1,2.3
SAMAJE PERINE,4.2,2.9,0.0,26.8,3.1,0.1,14.0,3.3,71.3,76.7,61.0,74.0,5.8,7.0,91.0,7.1,121.3,69.6,52,73,6.6,7,90,50.0,0.0,455.0,53.0,1.0,238.0,DEN,56.0,19,18,20,0,56,6,0,50,25,4,179.0,500,11,14.7,7,19.4,3,18.8,2,3.1,1,2.9
SAQUON BARKLEY,13.0,2.9,0.3,20.0,17.6,0.4,68.7,4.3,182.2,6.8,4.0,7.0,2.0,2.0,14.0,15.9,223.2,6.2,4,6,1.8,2,14,41.0,4.0,280.0,247.0,6.0,962.0,PHI,60.0,15,28,1,23,8,62,23,8,62,1,11.5,10,37,57.8,15,68.2,6,100.0,5,15.2,3,25.0
SEAN TUCKER,0.6,0.4,0.0,1.8,3.0,0.0,4.6,0.4,3.2,106.6,79.0,109.0,14.2,9.0,131.0,1.0,5.2,106.3,80,109,17.3,9,142,2.0,0.0,9.0,15.0,0.0,23.0,TB,2.0,28,30,9,0,100,0,0,100,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SIONE HOUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.8,103.0,142.0,14.6,10.0,142.0,0.0,0.0,125.0,109,141,15.0,10,140,0.0,0.0,0.0,0.0,0.0,0.0,DET,0.0,14,11,18,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TONY JONES,3.6,1.0,0.0,5.3,3.7,0.3,13.6,1.4,25.2,151.8,141.0,161.0,8.7,11.0,163.0,4.6,32.2,148.3,114,161,20.0,11,163,7.0,0.0,37.0,26.0,2.0,95.0,ARI,10.0,25,26,13,0,67,17,0,67,17,0,500.0,500,5,5.5,5,9.1,2,10.0,1,1.5,1,3.0
TONY POLLARD,9.9,3.2,0.0,18.3,14.8,0.4,59.1,3.9,167.6,27.9,20.0,27.0,4.3,4.0,40.0,13.1,222.6,27.9,19,27,4.6,4,40,55.0,0.0,311.0,252.0,6.0,1005.0,TEN,67.0,11,13,6,6,0,50,13,19,50,1,83.5,92,60,58.3,30,60.0,13,54.2,12,11.5,2,3.9
TRAVIS ETIENNE,13.2,3.4,0.1,28.0,15.7,0.6,59.3,4.3,224.4,9.3,4.0,9.0,2.1,2.0,14.0,16.6,282.4,8.1,5,7,1.7,2,12,58.0,1.0,476.0,267.0,11.0,1008.0,JAC,73.0,30,27,26,31,6,63,31,0,63,1,17.5,18,37,54.4,16,48.5,9,60.0,2,3.2,0,0.0
TRAVIS HOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,159.5,159.0,175.0,0.5,11.0,160.0,0.0,0.0,156.5,156,173,0.5,11,157,0.0,0.0,0.0,0.0,0.0,0.0,CHI,1.0,18,21,12,0,100,0,0,100,0,5,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TRAYVEON WILLIAMS,0.5,0.4,0.0,0.6,0.9,0.0,4.1,0.5,7.9,105.7,93.0,117.0,8.9,9.0,119.0,0.9,14.9,103.8,92,116,8.6,9,116,7.0,0.0,10.0,15.0,0.0,69.0,CIN,9.0,24,17,29,0,100,0,0,100,0,3,500.0,500,1,1.4,1,2.1,0,0.0,1,1.4,0,0.0
TREY BENSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,23.0,39.0,5.3,5.0,54.0,0.0,0.0,40.4,25,41,4.8,5,55,0.0,0.0,0.0,0.0,0.0,0.0,ARI,0.0,25,26,13,0,0,0,0,0,0,2,102.0,126,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TREY SERMON,1.4,0.3,0.0,1.1,2.9,0.0,13.3,0.5,17.3,77.2,56.0,75.0,8.7,7.0,92.0,1.7,20.3,81.2,60,76,9.8,8,100,3.0,0.0,13.0,35.0,0.0,160.0,IND,6.0,31,32,22,0,92,8,0,83,0,2,500.0,500,1,1.1,0,0.0,0,0.0,0,0.0,0,0.0
TY CHANDLER,5.0,1.3,0.0,9.9,6.4,0.2,28.8,1.6,80.0,46.0,38.0,45.0,5.3,6.0,63.0,6.3,101.0,47.5,38,49,4.8,6,63,21.0,0.0,159.0,102.0,3.0,461.0,MIN,25.0,26,16,30,7,60,20,7,60,13,2,136.5,161,9,17.6,5,17.9,3,18.8,3,3.8,2,4.3
TY JOHNSON,2.8,0.8,0.1,6.9,3.3,0.0,14.7,0.8,25.4,95.0,76.0,106.0,9.4,9.0,108.0,3.6,32.4,92.9,74,105,9.9,9,109,7.0,1.0,62.0,30.0,0.0,132.0,BUF,7.0,12,7,24,0,75,13,0,75,13,3,500.0,500,5,4.7,0,0.0,0,0.0,2,3.2,0,0.0
TYJAE SPEARS,6.0,3.1,0.1,22.6,5.9,0.1,26.6,4.1,101.8,35.0,25.0,35.0,2.6,5.0,42.0,9.0,153.8,29.4,20,29,3.5,5,40,52.0,1.0,385.0,100.0,2.0,453.0,TEN,70.0,11,13,6,0,50,19,0,31,25,2,101.5,98,9,17.0,5,15.6,3,17.6,6,12.8,2,8.7
TYLER ALLGEIER,7.0,1.1,0.1,11.4,10.9,0.2,40.2,1.4,119.6,47.6,39.0,46.0,4.1,6.0,57.0,8.1,137.6,48.8,39,48,3.8,6,61,18.0,1.0,193.0,186.0,4.0,683.0,ATL,23.0,7,15,2,6,38,31,6,56,31,2,153.5,148,34,43.0,10,27.8,4,36.4,2,3.7,0,0.0
TYLER GOODSON,2.0,1.0,0.0,5.7,2.2,0.0,14.5,1.5,12.1,112.0,82.0,128.0,28.5,10.0,157.0,3.0,18.1,112.4,88,129,27.0,10,156,6.0,0.0,34.0,13.0,0.0,87.0,IND,9.0,31,32,22,0,80,0,0,80,0,4,500.0,500,4,4.4,1,2.1,0,0.0,3,5.1,1,4.0
TYRION DAVIS-PRICE,2.1,0.0,0.0,0.0,6.0,0.0,21.0,0.0,2.1,153.2,135.0,159.0,12.5,11.0,171.0,2.1,2.1,148.4,135,155,11.0,10,162,0.0,0.0,0.0,6.0,0.0,21.0,PHI,0.0,15,28,1,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TYRONE TRACY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.9,41.0,72.0,11.8,7.0,100.0,0.0,0.0,63.9,40,72,13.1,7,103,0.0,0.0,0.0,0.0,0.0,0.0,NYG,0.0,13,1,32,0,0,0,0,0,0,2,167.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WILL SHIPLEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.4,57.0,73.0,7.6,7.0,104.0,0.0,0.0,74.5,59,74,7.8,7,99,0.0,0.0,0.0,0.0,0.0,0.0,PHI,0.0,15,28,1,0,0,0,0,0,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ZACH CHARBONNET,4.6,2.1,0.0,13.1,6.8,0.1,28.9,2.5,73.1,43.3,37.0,42.0,3.5,6.0,52.0,6.6,106.1,40.7,32,40,3.7,5,50,33.0,0.0,209.0,108.0,1.0,462.0,SEA,40.0,23,25,17,0,53,7,0,60,13,2,123.5,130,22,31.9,13,35.1,3,17.6,1,1.5,0,0.0
ZACH EVANS,0.5,0.0,0.0,0.0,2.3,0.0,4.8,0.0,1.9,118.8,98.0,120.0,15.0,10.0,148.0,0.5,1.9,118.7,99,122,15.2,10,154,0.0,0.0,0.0,9.0,0.0,19.0,LAR,0.0,1,2,14,0,100,0,0,100,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ZACK MOSS,10.2,1.9,0.1,13.7,13.1,0.4,56.7,2.6,142.6,29.4,20.0,28.0,4.4,5.0,41.0,12.1,169.6,32.1,22,32,4.7,5,45,27.0,2.0,192.0,183.0,5.0,794.0,CIN,37.0,24,17,29,15,15,54,15,15,46,1,77.5,101,39,42.9,21,44.7,9,34.6,5,8.5,2,8.0
ZAMIR WHITE,3.9,1.0,0.0,6.5,6.9,0.1,30.1,1.3,58.9,22.2,14.0,23.0,3.6,4.0,29.0,4.9,73.9,23.4,15,22,4.2,4,33,15.0,0.0,98.0,104.0,1.0,451.0,LV,19.0,9,19,3,0,77,23,0,77,23,1,69.5,67,12,18.8,7,18.9,3,20.0,1,1.4,1,2.9
ZONOVAN KNIGHT,1.1,0.5,0.0,4.0,1.5,0.0,6.5,0.5,2.1,138.4,128.0,144.0,10.4,10.0,152.0,1.6,3.1,140.8,128,145,8.1,10,150,1.0,0.0,8.0,3.0,0.0,13.0,DET,1.0,14,11,18,0,100,0,0,100,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
