PLAYER NAME,0-19,20-29,30-39,40-49,50+,AVG_0-19,AVG_20-29,AVG_30-39,AVG_40-49,AVG_50+,AVG_BLK KICK,AVG_DEF TD,AVG_FAN PTS,AVG_FUMR,AVG_INT,AVG_PASS_ATT,AVG_PASS_COMP,AVG_PASS_INT,AVG_PASS_PCT,AVG_PASS_TDS,AVG_PASS_YDS,AVG_PTS VS.,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RET TD,AVG_RK,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_SACK,AVG_SAFE,AVG_TGT,AVG_XPA,AVG_XPM,AVG_YDS,BEST_RK,BLK KICK,BOOM,BUST,DEF TD,DEPTH,FAN PTS,FULL_SOS,FUMR,INT,PASS_ATT,PASS_COMP,PASS_INT,PASS_PCT,PASS_TDS,PASS_YDS,PLAYOFF_SOS,POS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_AVG_RK,PPR_BEST_RK,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,PPR_RK,PPR_STD.DEV_RK,PPR_TIERS,PPR_WORST_RK,PTS VS.,REC,REC_TDS,REC_YDS,RET TD,RK,RUSH_ATT,RUSH_TDS,RUSH_YDS,SACK,SAFE,SEASON_SOS,STARTER,STD.DEV_RK,TEAM,TGT,TIERS,WORST_RK,XPA,XPM,YDS
PHILADELPHIA EAGLES,,,,,,,,,,,0.0,0.2,5.9,0.5,0.5,,,,,0.0,0.0,0.0,,,,0.0,234.0,,,,2.5,0.1,,,,,DST11,0.0,,,3.0,,101.0,2.0,8.0,9.0,,,,,0.0,0.0,2.0,DEF,12.5,8.0,12.0,4.6,3.0,26.0,,233.0,DST11,,,,,,,,202.0,191.1,11.0,168.0,0.0,,,,0.0,206.0,,,,43.0,1.0,4.0,,191.3,PHI,,11.0,166.0,,,
PHILLIP DORSETT,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,1.5,,,,,,0.0,100.0,,0.0,0.0,19.0,,,,,,,,,8.0,,234.7,225.0,265.0,7.4,13.0,243.0,0.0,,,0.0,234.7,228.0,263.0,5.3,13.0,241.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,28.0,0.0,,DEN,3.0,,,,,
PIERRE STRONG,,,,,,,,,,,,,2.2,,,,,,,0.0,0.0,,0.3,0.0,2.8,,393.0,3.7,0.1,17.1,,,0.5,,,,RB86,,0.0,81.0,,4.0,37.8,4.0,,,,,,,0.0,0.0,8.0,RB,81.9,71.0,86.0,7.4,8.0,113.0,2.5,331.0,RB87,42.8,82.5,73.0,88.0,7.3,8.0,117.0,302.0,291.6,13.0,247.0,,5.0,0.0,47.0,,299.0,63.0,1.0,291.0,,,8.0,6.0,288.8,CLE,8.0,13.0,245.0,,,
PITTSBURGH STEELERS,,,,,,,,,,,0.0,0.1,8.4,0.6,0.9,,,,,0.0,0.0,0.0,,,,0.0,234.0,,,,2.8,0.1,,,,,DST8,0.0,,,2.0,,143.0,12.0,11.0,16.0,,,,,0.0,0.0,29.0,DEF,7.1,2.0,6.0,2.3,2.0,11.0,,234.0,DST8,,,,,,,,183.0,185.9,10.0,160.0,0.0,,,,0.0,186.0,,,,47.0,1.0,7.0,,185.8,PIT,,11.0,160.0,,,
PUKA NACUA,,,,,,,,,,,,,11.4,,,,,,,0.0,0.0,,6.2,0.4,87.4,,32.0,0.7,0.0,5.2,,,9.4,,,,WR7,,19.0,19.0,,1.0,193.5,11.0,,,,,,,0.0,0.0,6.0,WR,7.8,6.0,7.0,1.9,2.0,18.0,17.6,20.0,WR8,298.5,7.7,6.0,8.0,1.3,2.0,12.0,11.0,11.5,2.0,7.0,,105.0,6.0,1486.0,,11.0,12.0,0.0,89.0,,,22.0,56.0,11.9,LAR,160.0,2.0,9.0,,,
QUENTIN JOHNSTON,,,,,,,,,,,,,3.3,,,,,,,0.0,0.0,,2.2,0.1,25.4,,226.0,0.2,0.0,0.5,,,3.9,,,,WR64,,0.0,69.0,,3.0,56.0,30.0,,,,,,,0.0,0.0,25.0,WR,67.0,50.0,65.0,5.7,7.0,83.0,5.5,221.0,WR64,94.0,67.6,57.0,64.0,5.5,7.0,84.0,165.0,173.7,10.0,139.0,,38.0,2.0,431.0,,165.0,3.0,0.0,9.0,,,25.0,0.0,175.7,LAC,67.0,10.0,123.0,,,
QUEZ WATKINS,,,,,,,,,,,,,2.2,,,,,,,0.0,0.0,,1.7,0.1,15.8,,395.0,0.0,0.0,0.0,,,2.3,,,,WR145,,0.0,100.0,,5.0,20.2,23.0,,,,,,,0.0,0.0,20.0,WR,145.7,113.0,141.0,21.3,10.0,204.0,3.9,396.0,WR145,35.2,144.3,113.0,144.0,20.7,10.0,202.0,423.0,358.1,15.0,315.0,,15.0,1.0,142.0,,404.0,0.0,0.0,0.0,,,26.0,0.0,357.0,PIT,21.0,15.0,311.0,,,
QUINTIN MORRIS,,,,,,,,,,,,,0.6,,,,,,,,,,0.1,0.1,1.7,,,0.0,0.0,0.0,,,0.2,,,,,,0.0,90.0,,3.0,8.6,17.0,,,,,,,,,29.0,,105.2,101.0,108.0,2.6,9.0,107.0,0.7,,,10.6,109.2,107.0,111.0,2.2,10.0,113.0,,,,,,2.0,1.0,26.0,,,0.0,0.0,0.0,,,6.0,10.0,,BUF,3.0,,,,,
RACHAAD WHITE,,,,,,,,,,,,,12.0,,,,,,,0.0,0.0,,3.8,0.2,32.3,,68.0,16.0,0.4,58.2,,,4.1,,,,RB14,,19.0,6.0,,1.0,203.9,28.0,,,,,,,0.0,0.0,9.0,RB,14.3,9.0,15.0,2.2,3.0,22.0,15.8,64.0,RB9,267.9,10.3,7.0,9.0,2.1,3.0,18.0,35.0,36.1,5.0,17.0,,64.0,3.0,549.0,,42.0,272.0,6.0,990.0,,,30.0,69.0,44.9,TB,70.0,5.0,18.0,,,
RAHEEM BLACKSHEAR,,,,,,,,,,,,,1.0,,,,,,,,,,0.5,0.0,4.1,,382.0,1.3,0.0,4.2,,,0.6,,,,RB137,,0.0,100.0,,5.0,11.1,32.0,,,,,,,,,27.0,RB,128.9,109.0,133.0,10.3,11.0,147.0,1.6,392.0,RB142,17.1,128.1,111.0,130.0,9.1,10.0,145.0,498.0,359.0,16.0,326.0,,6.0,0.0,45.0,,,14.0,0.0,46.0,,,31.0,0.0,354.5,CAR,7.0,,327.0,,,
RAHEEM MOSTERT,,,,,,,,,,,,,16.2,,,,,,,0.0,0.0,,1.7,0.2,11.7,,121.0,13.9,1.2,67.5,,,2.1,,,,RB24,,33.0,7.0,,1.0,242.7,6.0,,,,,,,0.0,0.0,19.0,RB,23.3,17.0,24.0,3.6,4.0,38.0,17.8,134.0,RB28,267.7,28.8,18.0,28.0,4.5,5.0,41.0,90.0,93.0,8.0,64.0,,25.0,3.0,175.0,,73.0,209.0,18.0,1012.0,,,5.0,87.0,71.7,MIA,32.0,7.0,53.0,,,
RAKIM JARRETT,,,,,,,,,,,,,0.6,,,,,,,,,,0.4,0.0,6.0,,,0.1,0.0,0.0,,,0.9,,,,,,0.0,89.0,,6.0,6.0,21.0,,,,,,,,,24.0,,190.6,177.0,186.0,10.0,11.0,209.0,1.0,,,10.0,184.6,175.0,181.0,7.8,11.0,198.0,,,,,,4.0,0.0,60.0,,,1.0,0.0,0.0,,,16.0,0.0,,TB,9.0,,,,,
RAMEL KEYTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,18.0,,,,,,,,,22.0,,214.7,191.0,,18.4,,236.0,,,,,228.0,215.0,259.0,13.7,13.0,247.0,,,,,,,,,,,,,,,,17.0,0.0,,LV,,,,,,
RAMIZ AHMED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,0.0,27.0,,,,,,,,,28.0,,30.5,27.0,39.0,3.5,6.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0,,WAS,,,,0.0,0.0,
RANDALL COBB,,,,,,,,,,,,,1.1,,,,,,,,,,0.5,0.1,3.5,,,0.0,0.0,0.0,,,1.5,,,,,,0.0,90.0,,0.0,11.9,33.0,,,,,,,,,33.0,,225.4,215.0,243.0,11.0,13.0,242.0,1.5,,,16.9,221.3,200.0,227.0,14.0,12.0,239.0,,,,,,5.0,1.0,39.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,17.0,,,,,
RANDY BULLOCK,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.3,0.3,0.2,,,4.8,,,,,,,,,,,,,,,,,,,,,1.7,1.7,,,,0.0,0.0,,,29.0,33.0,,,,,,,,,33.0,,37.0,28.0,40.0,6.7,6.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,0.0,,FA,,,,10.0,10.0,
RASHAAD PENNY,,,,,,,,,,,,,1.3,,,,,,,0.0,0.0,,0.3,0.0,1.7,,386.0,3.7,0.0,11.0,,,0.3,,,,RB97,,0.0,100.0,,4.0,3.8,32.0,,,,,,,0.0,0.0,27.0,RB,95.5,78.0,96.0,6.6,9.0,120.0,1.6,363.0,RB94,4.8,91.6,76.0,96.0,7.7,9.0,120.0,317.0,309.7,13.0,277.0,,1.0,0.0,5.0,,319.0,11.0,0.0,33.0,,,31.0,0.0,317.5,CAR,1.0,13.0,277.0,,,
RASHEE RICE,,,,,,,,,,,,,8.3,,,,,,,0.0,0.0,,4.9,0.4,58.6,,149.0,0.1,0.0,-0.2,,,6.4,,,,WR39,,0.0,13.0,,2.0,133.5,8.0,,,,,,,0.0,0.0,14.0,WR,37.8,21.0,38.0,8.0,5.0,59.0,13.3,141.0,WR37,212.5,37.0,18.0,37.0,8.0,5.0,58.0,76.0,78.1,7.0,31.0,,79.0,7.0,938.0,,81.0,1.0,0.0,-3.0,,,6.0,31.0,84.4,KC,102.0,7.0,38.0,,,
RASHEEN ALI,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,392.0,0.0,0.0,0.0,,,0.0,,,,RB100,,0.0,0.0,,4.0,0.0,20.0,,,,,,,0.0,0.0,25.0,RB,86.9,70.0,101.0,11.1,9.0,107.0,0.0,421.0,RB101,0.0,91.3,70.0,101.0,13.7,9.0,119.0,342.0,315.4,14.0,256.0,,0.0,0.0,0.0,,339.0,0.0,0.0,0.0,,,14.0,0.0,306.3,BAL,0.0,14.0,250.0,,,
RASHID SHAHEED,,,,,,,,,,,,,6.8,,,,,,,0.0,0.0,,2.9,0.3,44.9,,200.0,0.4,0.0,2.3,,,4.7,,,,WR56,,7.0,60.0,,2.0,109.6,15.0,,,,,,,0.0,0.0,10.0,WR,54.9,43.0,55.0,6.0,6.0,74.0,9.7,203.0,WR60,155.6,59.6,47.0,60.0,5.7,6.0,76.0,145.0,148.7,9.0,109.0,,46.0,5.0,719.0,,138.0,7.0,0.0,37.0,,,21.0,27.0,137.9,NO,75.0,9.0,102.0,,,
RASHOD BATEMAN,,,,,,,,,,,,,2.8,,,,,,,0.0,0.0,,2.0,0.1,22.9,,242.0,0.1,0.0,1.1,,,3.5,,,,WR70,,0.0,80.0,,2.0,44.5,12.0,,,,,,,0.0,0.0,13.0,WR,71.5,52.0,70.0,6.0,7.0,87.0,4.8,238.0,WR71,76.5,71.7,52.0,72.0,6.1,7.0,87.0,178.0,187.6,10.0,125.0,,32.0,1.0,367.0,,180.0,1.0,0.0,18.0,,,10.0,0.0,190.4,BAL,56.0,10.0,127.0,,,
RAY RAY MCCLOUD,,,,,,,,,,,,,1.4,,,,,,,,,,1.0,0.0,11.3,,,0.3,0.0,2.5,,,1.3,,,,,,0.0,91.0,,4.0,16.5,20.0,,,,,,,,,29.0,,196.3,180.0,209.0,11.4,12.0,215.0,2.4,,,28.5,193.8,180.0,191.0,9.5,11.0,212.0,,,,,,12.0,0.0,135.0,,,3.0,0.0,30.0,,,8.0,0.0,,ATL,15.0,,,,,
REGGIE GILLIAM,,,,,,,,,,,,,0.0,,,,,,,,,,0.1,0.0,0.2,,,0.0,0.0,0.0,,,0.1,,,,,,0.0,100.0,,0.0,0.3,12.0,,,,,,,,,24.0,,153.2,130.0,160.0,15.8,11.0,177.0,0.1,,,1.3,150.2,120.0,162.0,15.9,11.0,171.0,,,,,,1.0,0.0,3.0,,,0.0,0.0,0.0,,,7.0,0.0,,BUF,1.0,,,,,
RHAMONDRE STEVENSON,,,,,,,,,,,,,9.0,,,,,,,0.0,0.0,,3.2,0.0,19.8,,97.0,13.0,0.3,51.6,,,4.3,,,,RB22,,8.0,25.0,,1.0,107.7,8.0,,,,,,,0.0,0.0,7.0,RB,22.6,16.0,23.0,3.7,4.0,32.0,12.1,92.0,RB19,145.7,19.8,12.0,19.0,3.0,4.0,28.0,64.0,67.1,6.0,42.0,,38.0,0.0,238.0,,71.0,156.0,4.0,619.0,,,10.0,58.0,69.0,NE,51.0,7.0,48.0,,,
RICHIE JAMES,,,,,,,,,,,,,1.0,,,,,,,,,,1.1,0.0,12.7,,,0.0,0.0,0.0,,,1.6,,,,,,0.0,88.0,,0.0,9.4,33.0,,,,,,,,,33.0,,207.0,159.0,208.0,37.5,12.0,258.0,2.2,,,19.4,207.6,172.0,200.0,33.3,12.0,255.0,,,,,,10.0,0.0,114.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,14.0,,,,,
RICKY PEARSALL,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,306.0,0.0,0.0,0.0,,,0.0,,,,WR71,,0.0,0.0,,3.0,0.0,2.0,,,,,,,0.0,0.0,9.0,WR,72.8,41.0,68.0,10.9,7.0,112.0,0.0,306.0,WR75,0.0,76.5,48.0,74.0,10.0,7.0,113.0,192.0,202.9,11.0,114.0,,0.0,0.0,0.0,,181.0,0.0,0.0,0.0,,,3.0,0.0,193.8,SF,0.0,10.0,93.0,,,
RICO DOWDLE,,,,,,,,,,,,,4.7,,,,,,,0.0,0.0,,1.1,0.1,9.0,,259.0,5.6,0.1,22.6,,,1.4,,,,RB49,,0.0,67.0,,2.0,74.5,5.0,,,,,,,0.0,0.0,23.0,RB,47.0,38.0,49.0,5.4,6.0,59.0,5.7,274.0,RB49,91.5,48.3,37.0,47.0,5.1,6.0,64.0,154.0,158.8,10.0,121.0,,17.0,2.0,144.0,,149.0,89.0,2.0,361.0,,,4.0,27.0,151.2,DAL,22.0,9.0,121.0,,,
RILEY PATTERSON,0.0,2.0,11.0,2.0,1.0,0.0,0.1,0.7,0.1,0.1,,,6.2,,,,,,,0.0,0.0,,,,,,278.0,,,,,,,2.9,2.7,,K27,,0.0,0.0,,,93.0,5.0,,,,,,,0.0,0.0,5.0,K,30.3,24.0,35.0,4.2,6.0,37.0,,406.0,K27,,,,,,,,441.0,302.7,15.0,223.0,,,,,,402.0,,,,,,8.0,0.0,226.0,JAC,,15.0,186.0,44.0,41.0,
RIVER CRACRAFT,,,,,,,,,,,,,1.8,,,,,,,,,,0.9,0.1,12.1,,,0.0,0.0,0.0,,,1.2,,,,,,0.0,89.0,,7.0,18.1,29.0,,,,,,,,,32.0,,197.9,169.0,191.0,32.9,12.0,263.0,2.7,,,27.1,196.4,166.0,185.0,32.8,11.0,261.0,,,,,,9.0,1.0,121.0,,,0.0,0.0,0.0,,,12.0,11.0,,MIA,12.0,,,,,
ROBBIE CHOSEN,,,,,,,,,,,,,2.1,,,,,,,,,,0.4,0.1,14.0,,,0.0,0.0,0.0,,,0.7,,,,,,0.0,88.0,,0.0,18.6,33.0,,,,,,,,,33.0,,220.5,189.0,257.0,28.8,13.0,264.0,2.5,,,22.6,215.5,181.0,243.0,30.4,12.0,260.0,,,,,,4.0,1.0,126.0,,,0.0,0.0,0.0,,,33.0,13.0,,FA,6.0,,,,,
ROBERT TONYAN,,,,,,,,,,,,,0.7,,,,,,,0.0,0.0,,0.6,0.0,6.6,,389.0,0.0,0.0,0.0,,,1.0,,,,TE65,,0.0,100.0,,0.0,11.2,3.0,,,,,,,0.0,0.0,6.0,TE,61.0,45.0,79.0,8.8,8.0,73.0,1.3,376.0,TE65,22.2,56.5,41.0,83.0,10.9,9.0,71.0,435.0,335.6,15.0,279.0,,11.0,0.0,112.0,,471.0,0.0,0.0,0.0,,,3.0,0.0,344.8,MIN,17.0,16.0,273.0,,,
ROBERT WOODS,,,,,,,,,,,,,3.5,,,,,,,0.0,0.0,,2.9,0.1,30.4,,384.0,0.1,0.0,0.5,,,5.4,,,,WR109,,0.0,64.0,,4.0,49.3,31.0,,,,,,,0.0,0.0,16.0,WR,112.2,96.0,105.0,10.9,9.0,164.0,6.4,399.0,WR108,89.3,110.0,81.0,105.0,12.2,8.0,167.0,303.0,296.4,13.0,220.0,,40.0,1.0,426.0,,305.0,1.0,0.0,7.0,,,32.0,0.0,303.1,HOU,75.0,13.0,240.0,,,
RODNEY WILLIAMS,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.2,,,,,,0.0,100.0,,0.0,0.0,23.0,,,,,,,,,8.0,,128.4,124.0,142.0,3.8,10.0,135.0,0.0,,,0.0,126.2,123.0,138.0,4.5,11.0,135.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,27.0,0.0,,PIT,2.0,,,,,
ROMAN WILSON,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,265.0,0.0,0.0,0.0,,,0.0,,,,WR78,,0.0,0.0,,2.0,0.0,23.0,,,,,,,0.0,0.0,20.0,WR,77.8,58.0,82.0,7.8,8.0,94.0,0.0,269.0,WR78,0.0,77.3,49.0,81.0,8.7,8.0,99.0,207.0,204.8,11.0,114.0,,0.0,0.0,0.0,,219.0,0.0,0.0,0.0,,,26.0,0.0,210.8,PIT,0.0,11.0,148.0,,,
ROME ODUNZE,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,200.0,0.0,0.0,0.0,,,0.0,,,,WR44,,0.0,0.0,,3.0,0.0,9.0,,,,,,,0.0,0.0,27.0,WR,43.6,30.0,45.0,7.8,6.0,74.0,0.0,261.0,WR46,0.0,45.7,32.0,47.0,9.1,6.0,93.0,108.0,105.5,8.0,62.0,,0.0,0.0,0.0,,106.0,0.0,0.0,0.0,,,2.0,0.0,103.8,CHI,0.0,8.0,61.0,,,
ROMEO DOUBS,,,,,,,,,,,,,6.8,,,,,,,0.0,0.0,,3.5,0.5,39.6,,175.0,0.0,0.0,0.0,,,5.6,,,,WR52,,0.0,44.0,,3.0,115.4,5.0,,,,,,,0.0,0.0,17.0,WR,54.3,43.0,53.0,4.6,6.0,67.0,10.3,174.0,WR55,174.4,55.8,44.0,54.0,4.8,6.0,70.0,134.0,136.0,9.0,99.0,,59.0,8.0,674.0,,134.0,0.0,0.0,0.0,,,5.0,25.0,135.7,GB,96.0,9.0,102.0,,,
RONDALE MOORE,,,,,,,,,,,,,3.8,,,,,,,0.0,0.0,,2.4,0.1,20.7,,301.0,1.6,0.1,10.5,,,3.6,,,,WR90,,0.0,69.0,,3.0,65.0,20.0,,,,,,,0.0,0.0,29.0,WR,90.7,66.0,86.0,7.0,8.0,112.0,6.2,305.0,WR90,105.0,89.9,63.0,86.0,7.6,8.0,110.0,241.0,244.1,12.0,164.0,,40.0,1.0,352.0,,247.0,28.0,1.0,178.0,,,8.0,13.0,250.5,ATL,62.0,12.0,173.0,,,
RONNIE BELL,,,,,,,,,,,,,1.6,,,,,,,,,,0.4,0.2,4.3,,,0.0,0.0,0.0,,,0.8,,,,,,0.0,87.0,,5.0,24.8,2.0,,,,,,,,,9.0,,198.7,179.0,200.0,13.5,12.0,214.0,1.9,,,30.8,197.5,176.0,206.0,12.7,12.0,214.0,,,,,,6.0,3.0,68.0,,,0.0,0.0,0.0,,,3.0,0.0,,SF,13.0,,,,,
RONNIE RIVERS,,,,,,,,,,,,,1.7,,,,,,,0.0,0.0,,0.6,0.0,2.4,,362.0,3.6,0.0,14.3,,,0.6,,,,RB93,,0.0,88.0,,3.0,15.1,1.0,,,,,,,0.0,0.0,14.0,RB,90.5,83.0,91.0,4.0,9.0,103.0,2.2,376.0,RB93,20.1,92.1,84.0,93.0,4.3,8.0,107.0,314.0,314.8,13.0,284.0,,5.0,0.0,22.0,,312.0,32.0,0.0,129.0,,,2.0,0.0,310.3,LAR,5.0,13.0,277.0,,,
ROSCHON JOHNSON,,,,,,,,,,,,,4.5,,,,,,,0.0,0.0,,2.3,0.0,13.9,,235.0,5.4,0.1,23.5,,,2.7,,,,RB52,,0.0,50.0,,2.0,68.1,18.0,,,,,,,0.0,0.0,12.0,RB,53.2,41.0,51.0,5.3,7.0,66.0,6.8,237.0,RB51,102.1,51.3,35.0,52.0,5.5,7.0,66.0,161.0,165.7,10.0,117.0,,34.0,0.0,209.0,,159.0,81.0,2.0,352.0,,,21.0,14.0,169.3,CHI,40.0,10.0,129.0,,,
ROSS DWELLEY,,,,,,,,,,,,,0.1,,,,,,,,,,0.1,0.0,1.0,,,0.0,0.0,0.0,,,0.2,,,,,,0.0,100.0,,3.0,1.2,15.0,,,,,,,,,19.0,,106.0,100.0,113.0,6.3,9.0,118.0,0.2,,,2.2,111.0,102.0,113.0,8.0,10.0,126.0,,,,,,1.0,0.0,12.0,,,0.0,0.0,0.0,,,13.0,0.0,,ATL,2.0,,,,,
ROYCE FREEMAN,,,,,,,,,,,,,4.1,,,,,,,0.0,0.0,,0.1,0.0,1.2,,392.0,7.0,0.2,29.0,,,0.2,,,,RB102,,0.0,60.0,,4.0,45.2,5.0,,,,,,,0.0,0.0,23.0,RB,95.0,74.0,103.0,12.5,10.0,122.0,4.2,410.0,RB108,46.2,103.0,76.0,106.0,13.2,10.0,126.0,372.0,339.3,14.0,277.0,,1.0,0.0,13.0,,369.0,77.0,2.0,319.0,,,4.0,20.0,324.6,DAL,2.0,14.0,264.0,,,
RUSSELL WILSON,,,,,,,,,,,,,17.7,,,29.8,19.8,0.5,66%,1.7,204.7,,,,,,275.0,5.3,0.2,22.7,3.0,,,,,204.7,QB29,,7.0,13.0,,1.0,264.9,28.0,,,447.0,297.0,8.0,66%,26.0,3070.0,23.0,QB,27.9,20.0,29.0,2.6,4.0,32.0,,275.0,QB29,,,,,,,,180.0,191.5,10.0,118.0,,,,,,179.0,80.0,3.0,341.0,45.0,,29.0,40.0,190.5,PIT,,10.0,118.0,,,3070.0
RYAN FLOURNOY,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,396.0,0.0,0.0,0.0,,,0.0,,,,WR151,,0.0,0.0,,0.0,0.0,1.0,,,,,,,0.0,0.0,2.0,WR,144.7,114.0,164.0,18.8,11.0,186.0,0.0,396.0,WR152,0.0,144.3,113.0,159.0,19.0,10.0,185.0,439.0,353.8,15.0,306.0,,0.0,0.0,0.0,,446.0,0.0,0.0,0.0,,,1.0,0.0,357.0,DAL,0.0,15.0,314.0,,,
RYAN TANNEHILL,,,,,,,,,,,,,9.7,,,25.6,16.6,0.8,65%,,,,,,,,397.0,1.9,0.1,8.2,3.6,,,,,179.6,QB53,,0.0,88.0,,0.0,87.0,33.0,,,230.0,149.0,7.0,65%,,,33.0,QB,58.4,44.0,59.0,8.5,7.0,73.0,,,,,,,,,,,,,,,,,,,,491.0,17.0,1.0,74.0,32.0,,33.0,13.0,365.5,FA,,16.0,334.0,,,1616.0
RYAN WILLIAMS,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,0.0,33.0,,,,,,,,,33.0,,144.3,121.0,176.0,16.6,12.0,158.0,0.0,,,0.0,150.0,129.0,180.0,15.3,12.0,165.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,0.0,,,,,
SALVON AHMED,,,,,,,,,,,,,3.0,,,,,,,0.0,0.0,,1.8,0.1,9.8,,393.0,2.4,0.1,6.8,,,2.6,,,,RB99,,0.0,75.0,,6.0,26.9,6.0,,,,,,,0.0,0.0,19.0,RB,99.8,92.0,98.0,6.0,9.0,123.0,4.8,369.0,RB98,42.9,97.3,88.0,98.0,6.6,9.0,118.0,325.0,319.9,13.0,295.0,,16.0,1.0,88.0,,331.0,22.0,1.0,61.0,,,5.0,25.0,328.0,MIA,23.0,14.0,298.0,,,
SAM DARNOLD,,,,,,,,,,,,,2.4,,,4.6,2.8,0.1,61%,0.2,29.7,,,,,,367.0,2.1,0.1,1.5,0.6,,,,,29.7,QB34,,0.0,100.0,,2.0,24.4,3.0,,,46.0,28.0,1.0,61%,2.0,297.0,2.0,QB,34.6,25.0,34.0,2.7,5.0,46.0,,442.0,QB34,,,,,,,,295.0,302.2,13.0,138.0,,,,,,293.0,21.0,1.0,15.0,6.0,,10.0,0.0,299.7,MIN,,13.0,138.0,,,297.0
SAM EHLINGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,,0.0,,26.0,,,,,,,,,16.0,,90.7,86.0,103.0,5.3,9.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,0.0,,IND,,,,,,
SAM HOWELL,,,,,,,,,,,,,16.3,,,36.0,22.8,1.2,63%,1.2,232.1,,,,,,397.0,2.8,0.3,15.5,3.8,,,,,232.1,QB38,,6.0,31.0,,2.0,277.5,12.0,,,612.0,388.0,21.0,63%,21.0,3946.0,7.0,QB,38.0,35.0,38.0,2.4,6.0,45.0,,415.0,QB38,,,,,,,,334.0,323.4,14.0,188.0,,,,,,333.0,48.0,5.0,263.0,65.0,,19.0,50.0,321.2,SEA,,14.0,188.0,,,3946.0
SAM LAPORTA,,,,,,,,,,,,,9.0,,,,,,,0.0,0.0,,5.1,0.6,52.3,,78.0,0.1,0.0,0.2,,,7.1,,,,TE1,,25.0,38.0,,1.0,153.3,9.0,,,,,,,0.0,0.0,14.0,TE,1.6,1.0,1.0,1.0,1.0,6.0,14.1,78.0,TE1,239.3,1.6,1.0,1.0,1.0,1.0,5.0,27.0,30.3,4.0,25.0,,86.0,10.0,889.0,,29.0,1.0,0.0,4.0,,,11.0,44.0,30.2,DET,120.0,4.0,25.0,,,
SAMAJE PERINE,,,,,,,,,,,,,4.2,,,,,,,0.0,0.0,,2.9,0.0,26.8,,298.0,3.1,0.1,14.0,,,3.3,,,,RB74,,0.0,56.0,,3.0,71.3,19.0,,,,,,,0.0,0.0,20.0,RB,75.0,61.0,72.0,4.5,8.0,88.0,7.1,291.0,RB72,121.3,70.1,52.0,72.0,5.8,8.0,91.0,255.0,251.0,12.0,163.0,,50.0,0.0,455.0,,263.0,53.0,1.0,238.0,,,18.0,6.0,266.7,DEN,56.0,12.0,217.0,,,
SAMORI TOURE,,,,,,,,,,,,,0.7,,,,,,,,,,0.7,0.0,7.1,,,0.0,0.0,0.0,,,1.6,,,,,,0.0,100.0,,7.0,7.8,5.0,,,,,,,,,17.0,,198.8,168.0,184.0,24.9,11.0,239.0,1.4,,,15.8,199.8,169.0,188.0,24.6,11.0,238.0,,,,,,8.0,0.0,78.0,,,0.0,0.0,0.0,,,5.0,0.0,,GB,18.0,,,,,
