PLAYER NAME,TEAM,POS_BEST,POS_WORST,POS_AVG.,POS_STD.DEV
"Devin Singletary",HOU,"34","74","50.4","5.8"
"D'Onta Foreman",CHI,"32","71","50.4","7.4"
"Roschon Johnson",CHI,"31","123","52.3","10.5"
"Kendre Miller",NO,"41","98","53.7","7.5"
"Gus Edwards",BAL,"41","75","56.0","6.1"
"Chuba Hubbard",CAR,"44","69","56.0","5.3"
"Jerome Ford",CLE,"43","84","59.0","7.5"
"Zamir White",LV,"45","97","59.3","7.8"
"Clyde Edwards-Helaire",KC,"42","83","59.9","6.7"
"Tyjae Spears",TEN,"45","95","61.7","10.2"
"Cordarrelle Patterson",ATL,"49","86","63.2","7.4"
"Joshua Kelley",LAC,"44","89","62.9","6.7"
"Kyren Williams",LAR,"48","95","71.5","9.4"
"Chase Edmonds",TB,"48","103","69.0","8.8"
"Michael Carter",NYJ,"53","106","70.7","10.9"
"Chase Brown",CIN,"49","104","71.0","10.1"
"Zach Evans",LAR,"55","95","73.3","8.2"
"Ty Chandler",MIN,"47","106","67.7","12.7"
"Kareem Hunt",FA,"43","102","67.1","9.0"
"Pierre Strong Jr.",CLE,"55","125","73.4","10.8"
"Isaiah Spiller",LAC,"54","96","73.0","7.7"
"Leonard Fournette",FA,"49","103","66.8","11.2"
"Deuce Vaughn",DAL,"45","104","73.7","12.0"
"Israel Abanikanda",NYJ,"56","128","76.8","10.5"
"Zack Moss",IND,"62","111","78.4","8.6"
"Evan Hull",IND,"49","166","77.3","15.5"
"Latavius Murray",BUF,"56","99","77.3","9.0"
"Boston Scott",PHI,"62","109","79.4","8.8"
"Keaontay Ingram",ARI,"53","110","77.7","13.3"
"Sean Tucker",TB,"54","180","81.3","14.8"
"Matt Breida",NYG,"65","119","81.3","8.3"
"D'Ernest Johnson",JAC,"60","135","81.3","11.8"
"DeWayne McBride",MIN,"57","118","79.6","8.7"
"Malik Davis",DAL,"56","110","79.1","11.7"
"Chris Evans",CIN,"57","108","85.4","12.1"
"Jordan Mason",SF,"63","183","87.1","14.0"
"Zonovan Knight",NYJ,"63","108","84.3","10.1"
"JaMycal Hasty",JAC,"59","112","84.7","9.7"
"Tyrion Davis-Price",SF,"70","114","86.4","8.6"
"Ronald Jones II",DAL,"62","113","84.3","8.6"
"James Robinson",FA,"61","124","86.0","12.7"
"Eric Gray",NYG,"62","129","89.0","10.1"
"Deon Jackson",IND,"55","126","88.6","15.9"
"Hassan Haskins",TEN,"73","124","94.9","11.2"
"Melvin Gordon III",BAL,"66","123","92.7","9.3"
"DeeJay Dallas",SEA,"77","124","99.0","7.8"
"Trayveon Williams",CIN,"59","134","89.8","13.6"
"Salvon Ahmed",MIA,"80","119","96.4","8.6"
"Ke'Shawn Vaughn",TB,"60","114","88.9","11.8"
"Myles Gaskin",MIA,"82","130","101.0","8.6"
"Kenyan Drake",FA,"75","126","95.3","10.0"
"Kenny McIntosh",SEA,"65","121","93.4","12.8"
"Rico Dowdle",DAL,"58","131","87.3","20.1"
"Deneric Prince",KC,"66","119","89.3","12.3"
"Ameer Abdullah",LV,"69","141","102.4","13.8"
"Chris Rodriguez Jr.",WAS,"66","120","96.4","12.1"
"Justice Hill",BAL,"66","126","97.5","15.7"
"Raheem Blackshear",CAR,"67","123","97.0","14.0"
"Kene Nwangwu",MIN,"65","118","96.2","11.2"
"J.D. McKissic",FA,"82","130","100.2","11.2"
"Darrel Williams",NO,"83","130","103.8","11.0"
"Kevin Harris",NE,"84","141","106.5","13.6"
"Ty Montgomery",NE,"77","142","107.6","14.9"
"Dontrell Hilliard",FA,"77","118","95.5","11.9"
"Darrell Henderson Jr.",FA,"90","133","104.6","10.4"
"Craig Reynolds",DET,"78","135","102.7","14.0"
"Corey Clement",ARI,"71","127","101.0","13.7"
"Mark Ingram II",FA,"85","123","95.3","9.7"
"Mike Boone",HOU,"79","125","103.9","13.6"
"Rex Burkhead",FA,"86","127","99.9","11.8"
"Trey Sermon",PHI,"89","190","114.9","20.8"
"Ty Johnson",BUF,"96","143","113.3","12.1"
"Kyle Juszczyk",SF,"86","135","110.0","13.7"
"Keaton Mitchell",BAL,"74","128","108.8","14.6"
"Travis Homer",CHI,"98","138","115.5","10.9"
"Brandon Bolden",LV,"78","134","110.5","14.6"
"Demetric Felton Jr.",CLE,"97","145","116.5","14.6"
"Anthony McFarland Jr.",PIT,"91","133","108.9","12.2"
"Tyler Badie",DEN,"94","159","119.8","14.3"
"Trestan Ebner",CHI,"104","143","124.2","10.7"
"Mohamed Ibrahim",FA,"101","188","122.2","18.2"
"Tony Jones Jr.",DEN,"77","137","110.0","19.6"
"Jaleel McLaughlin",DEN,"95","193","121.8","23.2"
"Julius Chestnut",TEN,"96","156","124.3","15.0"
"Ronnie Rivers",LAR,"102","144","124.9","12.1"
"Alec Ingold",MIA,"111","144","127.5","10.3"
"Snoop Conner",JAC,"116","138","128.5","7.1"
"Gary Brightwell",NYG,"100","145","122.0","13.3"
"Patrick Ricard",BAL,"113","145","132.1","10.2"
"Damien Williams",LV,"100","138","119.6","12.3"
"Dare Ogunbowale",HOU,"105","147","123.9","13.8"
"Royce Freeman",LAR,"118","141","129.3","8.0"
"Lew Nichols III",GB,"92","132","111.8","15.6"
"Caleb Huntley",FA,"106","146","128.5","11.5"
"Jonathan Williams",WAS,"95","144","114.2","19.5"
"Mike Davis",FA,"102","128","116.8","10.3"
"Patrick Taylor Jr.",GB,"103","143","122.8","15.3"
"Elijah Dotson",LAC,"81","161","112.0","32.6"
"Zander Horvath",LAC,"114","146","133.9","10.0"
"John Kelly Jr.",CLE,"111","142","122.4","11.8"
"C.J. Ham",MIN,"114","139","131.4","7.8"
"Brittain Brown",LV,"108","147","128.3","13.3"
"Darrynton Evans",BUF,"126","142","132.1","6.0"
"Emanuel Wilson",GB,"99","176","128.8","26.1"
"Ty'Son Williams",ARI,"117","147","127.4","10.3"
"Jermar Jefferson",DET,"114","140","122.0","10.7"
"Keith Smith",ATL,"120","143","128.4","8.1"
"La'Mical Perine",KC,"117","149","130.4","10.6"
"Jaret Patterson",WAS,"96","146","130.6","17.7"
"Emari Demercado",ARI,"109","154","127.3","16.8"
"Jonathan Ward",TEN,"101","138","119.0","15.1"
"Jakob Johnson",LV,"116","151","136.2","11.3"
"Reggie Gilliam",BUF,"129","148","136.2","6.2"
"Avery Williams",ATL,"116","142","129.0","9.2"
"J.J. Taylor",NE,"118","149","134.4","10.6"
"Tiyon Evans",FA,"122","178","141.3","21.7"
"Khari Blasingame",CHI,"131","168","142.2","13.6"
"Tyler Goodson",GB,"109","134","121.5","12.5"
"Spencer Brown",CAR,"94","151","122.5","28.5"
"Malcolm Brown",FA,"128","137","132.7","3.7"
"Adam Prentice",NO,"127","150","138.0","9.3"
"Nick Bawden",NYJ,"127","173","145.4","15.2"
"Larry Rountree III",HOU,"113","136","124.5","11.5"
"Michael Burton",DEN,"135","149","141.6","4.9"
"Tevin Coleman",FA,"118","137","127.5","9.5"
"Patrick Laird",TB,"107","162","134.5","27.5"
"Darius Hagans",PIT,"112","155","133.5","21.5"
"Aidan Borguet",FA,"113","174","143.5","30.5"
"Jason Huntley",IND,"124","167","146.3","17.6"
"Ellis Merriweather",NO,"130","185","157.5","27.5"
"Godwin Igwebuike",ATL,"137","152","146.3","6.7"
