PLAYER NAME,TEAM,POS_BEST,POS_WORST,POS_AVG.,POS_STD.DEV
"Isaiah McKenzie",IND,"85","129","104.3","11.0"
"Cedric Tillman",CLE,"71","169","102.5","12.2"
"Puka Nacua",LAR,"62","227","95.4","20.0"
"Nick Westbrook-Ikhine",TEN,"89","145","109.5","8.8"
"Kayshon Boutte",NE,"79","137","103.0","12.3"
"Devin Duvernay",BAL,"87","143","107.9","12.3"
"Braxton Berrios",MIA,"84","128","107.7","7.4"
"Justyn Ross",KC,"47","149","94.6","19.2"
"Michael Wilson",ARI,"63","225","94.5","21.8"
"David Bell",CLE,"90","207","113.4","17.0"
"Nelson Agholor",BAL,"94","141","113.6","9.6"
"Russell Gage",TB,"76","135","97.0","13.4"
"Greg Dortch",ARI,"86","141","107.7","11.4"
"Kyle Philips",TEN,"85","154","112.4","11.6"
"Tutu Atwell",LAR,"80","127","104.0","12.3"
"Robbie Chosen",MIA,"85","151","116.2","11.7"
"Deonte Harty",BUF,"72","159","105.3","16.5"
"Xavier Hutchinson",HOU,"86","247","124.1","24.3"
"KJ Hamler",FA,"87","173","113.8","18.4"
"A.T. Perry",NO,"82","224","120.8","20.4"
"Jauan Jennings",SF,"90","147","116.3","12.3"
"Noah Brown",HOU,"98","135","117.8","8.5"
"Ben Skowronek",LAR,"102","165","123.3","12.7"
"Jamison Crowder",NYG,"94","200","121.1","18.2"
"Jalen Tolbert",DAL,"92","150","124.5","14.0"
"Trent Sherfield",BUF,"98","147","122.7","14.2"
"Tyler Scott",CHI,"91","233","125.6","19.8"
"Calvin Austin III",PIT,"85","222","124.0","23.0"
"Randall Cobb",NYJ,"97","155","120.7","14.3"
"Trey Palmer",TB,"78","170","121.6","19.7"
"Marquez Callaway",DEN,"95","160","122.9","13.3"
"Kalif Raymond",DET,"92","142","117.3","15.5"
"Olamide Zaccheaus",PHI,"99","148","125.7","12.3"
"Justin Watson",KC,"95","149","126.2","12.6"
"Cedrick Wilson Jr.",MIA,"101","155","127.8","14.8"
"Charlie Jones",CIN,"107","172","136.8","14.4"
"Chris Moore",TEN,"97","145","121.9","13.1"
"Dyami Brown",WAS,"103","167","129.3","12.2"
"Jarvis Landry",FA,"104","180","124.2","17.6"
"Demarcus Robinson",LAR,"109","280","138.2","28.8"
"Jamal Agnew",JAC,"103","188","129.7","17.1"
"Parker Washington",JAC,"110","159","138.0","12.4"
"Demario Douglas",NE,"97","157","126.5","17.1"
"Tre'Quan Smith",NO,"121","165","143.4","11.5"
"Samori Toure",GB,"107","214","137.4","19.5"
"Julio Jones",FA,"87","176","119.0","21.4"
"DeAndre Carter",LV,"118","162","141.2","13.2"
"Dontayvion Wicks",GB,"118","174","145.5","15.7"
"Marquise Goodwin",CLE,"111","170","143.1","14.4"
"Velus Jones Jr.",CHI,"95","160","139.4","14.1"
"Scott Miller",ATL,"112","183","144.5","16.5"
"Zach Pascal",ARI,"126","160","142.8","10.2"
"Trenton Irwin",CIN,"112","179","135.2","15.7"
"Denzel Mims",FA,"109","192","137.7","21.7"
"Andrei Iosivas",CIN,"119","178","145.4","16.1"
"Demetric Felton Jr.",CLE,"111","214","142.2","22.6"
"Tre Tucker",LV,"122","232","154.0","26.4"
"Danny Gray",SF,"134","203","157.5","17.5"
"Kenny Golladay",FA,"93","131","111.4","10.9"
"Shi Smith",CAR,"130","201","157.1","15.2"
"Jalen Nailor",MIN,"110","176","146.6","18.2"
"Equanimeous St. Brown",CHI,"132","175","151.7","13.1"
"Jalen Guyton",LAC,"127","163","146.6","10.6"
"KhaDarel Hodge",ATL,"114","172","147.5","15.7"
"Justin Shorter",BUF,"117","221","148.3","26.1"
"Jalen Reagor",MIN,"123","185","155.7","16.6"
"Brandon Powell",MIN,"111","189","157.2","23.1"
"Ray-Ray McCloud III",SF,"140","188","159.6","13.4"
"Byron Pringle",WAS,"143","184","161.5","10.9"
"Ashton Dulin",IND,"129","166","142.9","12.4"
"N'Keal Harry",FA,"128","183","146.1","19.6"
"Dee Eskridge",SEA,"153","198","168.4","13.9"
"Erik Ezukanma",MIA,"129","230","163.1","38.7"
"Kendall Hinton",DEN,"121","197","165.5","21.1"
"Bryce Ford-Wheaton",NYG,"142","149","145.8","2.3"
"David Moore",TB,"118","180","147.3","26.4"
"Tylan Wallace",BAL,"152","193","174.5","12.0"
"Cam Sims",LV,"163","268","181.1","33.6"
"James Proche II",BAL,"166","175","170.6","3.4"
"Phillip Dorsett II",LV,"163","263","184.4","31.0"
"Deven Thompkins",TB,"134","165","146.6","11.0"
"Quintez Cephus",DET,"116","177","150.4","25.2"
"KaVontae Turpin",DAL,"140","258","180.0","37.0"
"Anthony Schwartz",CLE,"156","190","177.7","11.0"
"Amari Rodgers",IND,"159","176","167.5","5.8"
"Mike Strachan",IND,"161","211","181.9","16.6"
"Montrell Washington",DEN,"133","194","162.2","24.6"
"Derius Davis",LAC,"137","219","176.0","23.8"
"Sammy Watkins",FA,"102","172","145.0","26.0"
"Racey McMath",TEN,"141","173","164.4","11.9"
"Dareke Young",SEA,"157","220","187.9","21.4"
"Jalen Brooks",DAL,"155","216","168.2","23.9"
"Miles Boykin",PIT,"171","195","181.2","8.4"
"Austin Watkins Jr.",CLE,"77","172","133.7","40.9"
"Michael Bandy",DEN,"139","191","176.8","19.7"
"Gunner Olszewski",PIT,"149","199","177.6","16.9"
"Keith Kirkwood",NO,"138","179","164.5","15.7"
"Dax Milne",WAS,"175","238","191.2","21.6"
"Breshad Perriman",IND,"112","278","190.4","52.7"
"Bryan Edwards",FA,"119","191","170.0","29.6"
"Lil'Jordan Humphrey",DEN,"109","181","147.0","29.5"
"David Sills V",NYG,"165","253","187.2","33.2"
"River Cracraft",MIA,"172","229","186.0","21.6"
"Chris Conley",SF,"156","194","174.3","15.0"
"Juwann Winfree",IND,"171","190","179.8","7.1"
"Tim Jones",JAC,"156","255","202.5","31.1"
"Willie Snead IV",SF,"142","250","184.8","44.3"
"Kaylon Geiger Sr.",TB,"142","208","165.7","30.0"
"Grant DuBose",GB,"162","178","168.7","6.8"
"Ihmir Smith-Marsette",KC,"171","261","201.4","32.0"
"Dezmon Patmon",BUF,"163","208","187.5","16.7"
"Rakim Jarrett",TB,"145","221","187.8","30.3"
"Rashard Higgins",FA,"142","187","171.3","20.8"
"Kendric Pryor",JAC,"146","212","190.5","26.5"
"Joseph Ngata",PHI,"149","281","201.5","52.7"
"Cade Johnson",SEA,"135","217","179.0","33.7"
"Mason Kinsey",TEN,"177","227","204.2","18.5"
"T.Y. Hilton",FA,"151","155","153.0","2.0"
"Blake Proehl",MIN,"179","237","197.0","23.6"
"Brandon Johnson",DEN,"151","158","154.5","3.5"
"Marcus Kemp",WAS,"165","233","206.0","22.6"
"Antoine Green",DET,"151","220","184.3","28.2"
"Malik Heath",GB,"158","234","184.3","35.1"
"Steven Sims Jr.",HOU,"168","203","188.0","14.7"
"Marcus Johnson",FA,"166","167","166.5","0.5"
"Trent Taylor",CIN,"187","213","203.3","10.1"
"Tyrie Cleveland",PHI,"189","239","210.6","21.5"
"Simi Fehoko",DAL,"147","195","171.0","24.0"
"Jeff Smith",FA,"186","291","219.8","41.7"
"Dennis Houston",DAL,"202","214","207.3","5.4"
"Jason Moore Jr.",DET,"174","176","175.0","1.0"
"Ronnie Bell",SF,"135","294","219.0","65.2"
"Andre Baccellia",ARI,"145","219","182.0","37.0"
"Cody Hollister",FA,"178","186","182.0","4.0"
"Josh Ali",ATL,"191","221","202.0","13.5"
"Michael Woods II",CLE,"197","210","202.7","5.4"
"Seth Williams",JAC,"130","275","202.5","72.5"
"Trinity Benson",DET,"136","246","191.0","55.0"
"Britain Covey",PHI,"175","284","225.0","39.3"
"Jake Bobo",SEA,"169","262","213.0","38.1"
"Malik Turner",FA,"194","232","209.0","16.5"
"Javon Wims",CAR,"186","277","226.0","34.7"
"Keelan Cole Sr.",LV,"192","252","214.7","26.6"
"Greg Ward",PHI,"185","208","196.5","11.5"
"Cody Thompson",SEA,"180","215","197.5","17.5"
"DJ Turner",FA,"197","251","216.7","24.4"
"Tom Kennedy",FA,"171","230","200.5","29.5"
"Kyric McGowan",WAS,"199","203","201.0","2.0"
"Dez Fitzpatrick",PIT,"198","207","202.5","4.5"
"Dylan Drummond",DET,"166","286","226.0","60.0"
"Colton Dowell",TEN,"180","236","208.0","28.0"
"Vyncint Smith",IND,"178","271","224.5","46.5"
"Penny Hart",ATL,"182","244","213.0","31.0"
"Matthew Slater",NE,"206","287","236.3","36.1"
"Cody White",FA,"184","289","236.5","52.5"
"Jalen Virgil",DEN,"185","295","240.0","55.0"
"Tanner Conner",MIA,"209","219","214.0","5.0"
"Nsimba Webster",CHI,"188","245","216.5","28.5"
"Keelan Doss",LAC,"204","225","214.5","10.5"
"Kirk Merritt",NO,"202","231","216.5","14.5"
"Daniel Arias",ARI,"193","266","229.5","36.5"
"Irvin Charles",NYJ,"196","240","218.0","22.0"
"Raleigh Webb",NE,"212","226","219.0","7.0"
"Bo Melton",GB,"218","220","219.0","1.0"
"Dontay Demus Jr.",BAL,"199","283","241.0","42.0"
"KeeSean Johnson",BUF,"217","269","243.0","26.0"
"Lance McCutcheon",LAR,"222","260","241.0","19.0"
"Austin Trammell",LAR,"228","235","231.5","3.5"
"Kevin Austin Jr.",JAC,"223","272","247.5","24.5"
"Kawaan Baker",NO,"231","257","244.0","13.0"
"Stanley Morgan Jr.",CIN,"239","259","249.0","10.0"
